Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
a/c,N,3,"['a', '/', 'c']",2,0.0,668.04,0.77
aband,N,5,['aband'],0,0.8,706.5,0.92
abayed,N,6,"['ab', 'ayed']",1,0.67,689.94,0.87
abbear,N,6,"['ab', 'bear']",1,0.67,560.58,0.95
abbears,N,7,"['ab', 'bears']",1,0.71,611.41,0.98
abbens,N,6,"['ab', 'bens']",1,0.67,598.29,1.0
abchaim,N,7,"['ab', 'ch', 'aim']",2,0.57,591.76,1.0
abects,N,6,"['abe', 'cts']",1,0.67,635.21,0.98
abeme,N,5,"['abe', 'me']",1,0.6,591.06,0.95
abents,N,6,"['ab', 'ents']",1,0.67,690.26,0.98
abests,N,6,"['a', 'best', 's']",2,0.5,640.55,0.89
abik,N,4,"['ab', 'ik']",1,0.5,518.63,1.0
ablobs,N,6,"['ablo', 'bs']",1,0.67,585.68,1.0
abme,N,4,"['ab', 'me']",1,0.5,532.0,1.0
abne,N,4,"['ab', 'ne']",1,0.5,559.13,0.98
abone,N,5,"['ab', 'one']",1,0.6,702.03,0.87
abones,N,6,"['ab', 'ones']",1,0.67,666.15,0.95
abow,N,4,"['ab', 'ow']",1,0.5,699.42,0.89
abran,N,5,"['ab', 'ran']",1,0.6,579.66,1.0
abrass,N,6,"['ab', 'rass']",1,0.67,660.74,0.92
abrast,N,6,"['ab', 'r', 'ast']",2,0.5,677.92,0.92
abre,N,4,['abre'],0,0.75,671.21,1.0
abreeves,N,8,"['abre', 'eves']",1,0.75,666.39,0.8
abroths,N,7,"['ab', 'ro', 'ths']",2,0.57,606.58,0.98
abrush,N,6,"['ab', 'rush']",1,0.67,746.56,0.74
abscrict,N,8,"['ab', 'scr', 'ict']",2,0.62,771.29,0.97
abscue,N,6,"['ab', 'sc', 'ue']",2,0.5,717.69,0.79
abscued,N,7,"['ab', 'sc', 'ued']",2,0.57,795.59,0.9
abscusts,N,8,"['ab', 'sc', 'usts']",2,0.62,663.85,0.92
absians,N,7,"['abs', 'ians']",1,0.71,697.26,0.92
absidge,N,7,"['abs', 'idge']",1,0.71,633.26,1.0
absigned,N,8,"['ab', 'signed']",1,0.75,722.43,0.79
absincts,N,8,"['abs', 'inct', 's']",2,0.62,732.5,0.7
absipsed,N,8,"['abs', 'ip', 'sed']",2,0.62,567.32,0.97
absirl,N,6,"['abs', 'irl']",1,0.67,571.71,0.98
abslete,N,7,"['ab', 'sle', 'te']",2,0.57,671.5,0.85
absletes,N,8,"['abs', 'let', 'es']",2,0.62,648.28,0.98
absord,N,6,"['abs', 'ord']",1,0.67,777.93,0.79
absords,N,7,"['absor', 'ds']",1,0.71,893.5,0.66
absost,N,6,"['ab', 'so', 'st']",2,0.5,689.86,0.97
absosts,N,7,"['ab', 'so', 'sts']",2,0.57,612.73,1.0
absount,N,7,"['abs', 'ount']",1,0.71,662.05,0.98
absounts,N,8,"['abs', 'oun', 'ts']",2,0.62,741.0,0.98
abstrade,N,8,"['abstr', 'ade']",1,0.75,733.34,0.95
abstrides,N,9,"['ab', 'strides']",1,0.78,749.09,0.85
abstuened,N,9,"['abst', 'u', 'ened']",2,0.67,652.59,1.0
abstuent,N,8,"['abst', 'u', 'ent']",2,0.62,701.29,0.92
absuse,N,6,"['ab', 'su', 'se']",2,0.5,838.12,0.45
absused,N,7,"['abs', 'used']",1,0.71,937.69,0.34
abud,N,4,"['ab', 'ud']",1,0.5,630.39,1.0
abusts,N,6,"['ab', 'usts']",1,0.67,706.24,0.85
abvid,N,5,"['ab', 'vid']",1,0.6,604.72,1.0
abwipt,N,6,"['ab', 'w', 'ipt']",2,0.5,539.98,1.0
acaned,N,6,"['ac', 'aned']",1,0.67,585.1,0.98
acax,N,4,"['ac', 'ax']",1,0.5,516.16,1.0
accar,N,5,"['acc', 'ar']",1,0.6,635.34,0.98
accars,N,6,"['acc', 'ars']",1,0.67,583.26,0.95
acclo,N,5,"['ac', 'clo']",1,0.6,581.68,1.0
accrieve,N,8,"['accr', 'ieve']",1,0.75,637.29,0.92
accrieved,N,9,"['accr', 'ie', 'ved']",2,0.67,680.18,0.88
accrond,N,7,"['accr', 'ond']",1,0.71,632.47,0.98
accubes,N,7,"['acc', 'ub', 'es']",2,0.57,589.63,0.95
accult,N,6,"['acc', 'ult']",1,0.67,808.74,0.74
accune,N,6,"['acc', 'une']",1,0.67,726.62,1.0
accurd,N,6,"['accur', 'd']",1,0.67,667.48,0.82
accures,N,7,"['acc', 'ures']",1,0.71,806.89,0.53
accusts,N,7,"['acc', 'usts']",1,0.71,701.68,0.88
aced,N,4,['aced'],0,0.75,515.0,0.03
achens,N,6,"['ach', 'ens']",1,0.67,662.46,0.95
achms,N,5,"['ach', 'ms']",1,0.6,585.37,1.0
achop,N,5,"['ach', 'op']",1,0.6,585.39,0.95
aciss,N,5,"['ac', 'iss']",1,0.6,574.51,1.0
acive,N,5,"['ac', 'ive']",1,0.6,636.42,0.95
acks,N,4,['acks'],0,0.75,597.64,1.0
acloot,N,6,"['ac', 'loot']",1,0.67,534.54,0.97
acnant,N,6,"['ac', 'nant']",1,0.67,544.28,1.0
acone,N,5,"['ac', 'one']",1,0.6,661.72,0.97
acorked,N,7,"['ac', 'ork', 'ed']",2,0.57,602.74,0.97
acqure,N,6,"['acqu', 're']",1,0.67,797.73,0.89
acqured,N,7,"['acqu', 'red']",1,0.71,833.72,0.89
acreds,N,6,"['ac', 'reds']",1,0.67,631.29,0.97
acruist,N,7,"['ac', 'ru', 'ist']",2,0.57,643.45,0.98
acsuakes,N,8,"['ac', 'su', 'akes']",2,0.62,582.64,1.0
acter,N,5,['acter'],0,0.8,821.9,0.5
acters,N,6,['acters'],0,0.83,787.91,0.6
actot,N,5,"['acto', 't']",1,0.6,610.97,0.95
acung,N,5,"['ac', 'ung']",1,0.6,563.81,1.0
adaints,N,7,"['ad', 'ain', 'ts']",2,0.57,642.22,1.0
adbells,N,7,"['ad', 'bells']",1,0.71,574.81,0.98
adbly,N,5,"['ad', 'bly']",1,0.6,607.84,1.0
adbries,N,7,"['ad', 'br', 'ies']",2,0.57,602.46,1.0
adbu,N,4,"['ad', 'bu']",1,0.5,541.92,1.0
adbys,N,5,"['ad', 'by', 's']",2,0.4,541.7,0.97
adcorb,N,6,"['ad', 'cor', 'b']",2,0.5,609.51,1.0
adcorbs,N,7,"['ad', 'cor', 'bs']",2,0.57,607.72,1.0
adcorts,N,7,"['ad', 'cort', 's']",2,0.57,604.78,0.98
addal,N,5,"['add', 'al']",1,0.6,591.97,1.0
addaled,N,7,"['add', 'aled']",1,0.71,671.53,0.98
addave,N,6,"['add', 'ave']",1,0.67,599.15,1.0
adday,N,5,"['ad', 'day']",1,0.6,635.06,0.92
addeared,N,8,"['ad', 'de', 'ared']",2,0.62,658.59,0.78
addend,N,6,"['add', 'end']",1,0.67,680.94,0.92
addends,N,7,"['add', 'ends']",1,0.71,666.84,0.84
addralt,N,7,"['ad', 'dr', 'alt']",2,0.57,620.76,1.0
addre,N,5,"['add', 're']",1,0.6,556.22,1.0
addume,N,6,"['add', 'ume']",1,0.67,627.68,1.0
addunds,N,7,"['add', 'un', 'ds']",2,0.57,634.16,0.97
addured,N,7,"['add', 'ured']",1,0.71,688.17,0.82
addushed,N,8,"['add', 'ush', 'ed']",2,0.62,659.53,1.0
adeen,N,5,"['ade', 'en']",1,0.6,636.42,1.0
adfle,N,5,"['ad', 'fle']",1,0.6,525.95,1.0
adfler,N,6,"['ad', 'fler']",1,0.67,567.05,1.0
adfles,N,6,"['ad', 'fles']",1,0.67,564.0,1.0
adhands,N,7,"['ad', 'hands']",1,0.71,634.51,0.98
adhirds,N,7,"['ad', 'hir', 'ds']",2,0.57,680.45,0.98
adhist,N,6,"['ad', 'hist']",1,0.67,670.28,0.98
adiffs,N,6,"['ad', 'iffs']",1,0.67,558.92,1.0
adle,N,4,['adle'],0,0.75,710.69,0.7
adlears,N,7,"['ad', 'lear', 's']",2,0.57,622.74,1.0
adleys,N,6,"['ad', 'leys']",1,0.67,609.58,1.0
adloss,N,6,"['ad', 'loss']",1,0.67,591.3,1.0
adly,N,4,"['ad', 'ly']",1,0.5,650.5,0.98
admar,N,5,"['ad', 'mar']",1,0.6,562.56,1.0
admueurs,N,8,"['adm', 'ue', 'urs']",2,0.62,600.62,1.0
admuffs,N,7,"['adm', 'uff', 's']",2,0.57,679.13,1.0
admugned,N,8,"['adm', 'ug', 'ned']",2,0.62,648.45,1.0
admunds,N,7,"['ad', 'mun', 'ds']",2,0.57,661.49,0.98
admurst,N,7,"['ad', 'mur', 'st']",2,0.57,655.3,1.0
adom,N,4,['adom'],0,0.75,615.21,0.95
adsen,N,5,"['ad', 'sen']",1,0.6,585.54,1.0
adstied,N,7,"['ad', 'st', 'ied']",2,0.57,694.92,1.0
adter,N,5,['adter'],0,0.8,565.84,1.0
advioned,N,8,"['adv', 'ioned']",1,0.75,661.86,1.0
adwocked,N,8,"['adwo', 'cked']",1,0.75,606.15,1.0
adwoke,N,6,"['ad', 'woke']",1,0.67,600.27,0.97
adwolds,N,7,"['ad', 'w', 'olds']",2,0.57,617.05,1.0
adwosks,N,7,"['adwo', 'sk', 's']",2,0.57,582.67,1.0
adwouched,N,9,"['ad', 'w', 'ouched']",2,0.67,632.37,1.0
adwourts,N,8,"['ad', 'w', 'our', 'ts']",3,0.5,608.76,1.0
aecher,N,6,"['a', 'ech', 'er']",2,0.5,555.28,1.0
aekom,N,5,"['a', 'ek', 'om']",2,0.4,560.42,1.0
aertion,N,7,"['aer', 'tion']",1,0.71,581.34,0.97
aesful,N,6,"['aes', 'ful']",1,0.67,559.23,0.98
afalt,N,5,"['af', 'alt']",1,0.6,558.3,1.0
afas,N,4,"['af', 'as']",1,0.5,561.63,1.0
afed,N,4,"['af', 'ed']",1,0.5,564.97,1.0
afel,N,4,"['a', 'fel']",1,0.5,537.61,0.97
afept,N,5,"['afe', 'pt']",1,0.6,562.97,0.98
afepts,N,6,"['afe', 'pts']",1,0.67,539.28,1.0
aferes,N,6,"['afer', 'es']",1,0.67,535.23,0.98
aferned,N,7,"['afer', 'ned']",1,0.71,647.56,0.98
afes,N,4,"['af', 'es']",1,0.5,561.44,1.0
affeal,N,6,"['af', 'fe', 'al']",2,0.5,664.11,0.92
affecks,N,7,"['af', 'fe', 'cks']",2,0.57,721.91,0.87
affelts,N,7,"['af', 'fel', 'ts']",2,0.57,548.22,1.0
affends,N,7,"['aff', 'ends']",1,0.71,697.44,0.75
afflane,N,7,"['affl', 'ane']",1,0.71,614.0,0.89
afflarts,N,8,"['affl', 'arts']",1,0.75,618.05,1.0
affolds,N,7,"['aff', 'olds']",1,0.71,713.03,0.84
affope,N,6,"['aff', 'ope']",1,0.67,564.15,1.0
afforts,N,7,"['af', 'forts']",1,0.71,763.75,0.8
affranes,N,8,"['af', 'fr', 'anes']",2,0.62,616.7,0.97
affrins,N,7,"['af', 'fr', 'ins']",2,0.57,652.88,1.0
affrows,N,7,"['af', 'fr', 'ows']",2,0.57,617.69,0.95
affug,N,5,"['aff', 'ug']",1,0.6,537.75,1.0
affund,N,6,"['af', 'fund']",1,0.67,633.97,1.0
affurned,N,8,"['aff', 'urn', 'ed']",2,0.62,609.81,0.98
affuse,N,6,"['aff', 'use']",1,0.67,670.44,0.79
affuth,N,6,"['aff', 'uth']",1,0.67,555.85,1.0
afia,N,4,"['af', 'ia']",1,0.5,612.31,0.97
afoins,N,6,"['afo', 'ins']",1,0.67,557.78,1.0
afoods,N,6,"['afood', 's']",1,0.67,585.03,1.0
afoys,N,5,"['af', 'oys']",1,0.6,547.24,0.98
afress,N,6,"['af', 'ress']",1,0.67,582.28,1.0
afrome,N,6,"['a', 'from', 'e']",2,0.5,592.1,1.0
afrons,N,6,"['afr', 'ons']",1,0.67,691.6,0.9
afrorm,N,6,"['afr', 'orm']",1,0.67,655.62,0.98
afstint,N,7,"['af', 'stint']",1,0.71,532.1,1.0
aftus,N,5,"['aft', 'us']",1,0.6,545.38,1.0
agbuct,N,6,"['ag', 'bu', 'ct']",2,0.5,602.06,0.95
agelier,N,7,"['age', 'lier']",1,0.71,736.78,1.0
agemess,N,7,"['ag', 'em', 'ess']",2,0.57,679.68,1.0
agfor,N,5,"['ag', 'for']",1,0.6,548.95,1.0
agfors,N,6,"['ag', 'for', 's']",2,0.5,539.55,1.0
aggect,N,6,"['ag', 'ge', 'ct']",2,0.5,596.92,1.0
aggess,N,6,"['agg', 'ess']",1,0.67,591.85,0.92
aggey,N,5,"['ag', 'gey']",1,0.6,626.95,1.0
aggeys,N,6,"['ag', 'geys']",1,0.67,551.78,1.0
aggraimed,N,9,"['ag', 'gr', 'aimed']",2,0.67,658.58,1.0
aggraims,N,8,"['ag', 'gr', 'aims']",2,0.62,643.46,1.0
aggrues,N,7,"['ag', 'grues']",1,0.71,679.75,0.95
aghect,N,6,"['ag', 'hect']",1,0.67,544.65,1.0
aghonced,N,8,"['ag', 'hon', 'ced']",2,0.62,560.95,1.0
agift,N,5,"['ag', 'ift']",1,0.6,652.38,0.97
agims,N,5,"['ag', 'ims']",1,0.6,550.95,1.0
agincts,N,7,"['ag', 'inct', 's']",2,0.57,595.9,1.0
agive,N,5,"['ag', 'ive']",1,0.6,644.72,1.0
agix,N,4,"['ag', 'ix']",1,0.5,577.87,1.0
agler,N,5,"['ag', 'ler']",1,0.6,639.49,0.97
agok,N,4,"['ag', 'ok']",1,0.5,573.68,0.97
agope,N,5,"['ag', 'ope']",1,0.6,599.38,0.98
agright,N,7,"['ag', 'right']",1,0.71,693.71,1.0
agshess,N,7,"['ag', 'sh', 'ess']",2,0.57,600.73,1.0
agstess,N,7,"['ag', 'st', 'ess']",2,0.57,587.44,0.98
agtrain,N,7,"['ag', 'train']",1,0.71,625.95,1.0
agtrained,N,9,"['ag', 'trained']",1,0.78,650.52,1.0
agur,N,4,"['ag', 'ur']",1,0.5,618.79,0.85
ahoits,N,6,"['a', 'ho', 'its']",2,0.5,565.43,1.0
ahokes,N,6,"['ah', 'okes']",1,0.67,611.37,1.0
ahor,N,4,"['ah', 'or']",1,0.5,606.63,0.95
ahord,N,5,"['ah', 'ord']",1,0.6,611.81,0.98
ahords,N,6,"['ah', 'or', 'ds']",2,0.5,612.18,0.95
ahries,N,6,"['ah', 'ries']",1,0.67,555.47,1.0
ahun,N,4,"['ah', 'un']",1,0.5,585.02,1.0
aice,N,4,"['a', 'ice']",1,0.5,611.17,1.0
aices,N,5,"['a', 'ices']",1,0.6,599.32,1.0
aicipes,N,7,"['a', 'icip', 'es']",2,0.57,566.43,0.97
aier,N,4,"['a', 'ier']",1,0.5,563.76,1.0
aight,N,5,['aight'],0,0.8,728.25,0.95
aights,N,6,"['a', 'ights']",1,0.67,694.39,0.92
ailpay,N,6,"['ail', 'pay']",1,0.67,612.08,1.0
ailpays,N,7,"['ail', 'pays']",1,0.71,682.45,1.0
ainfogue,N,8,"['ain', 'fo', 'gue']",2,0.62,602.15,1.0
ainlibes,N,8,"['ain', 'li', 'bes']",2,0.62,568.58,1.0
ains,N,4,['ains'],0,0.75,637.21,0.95
aints,N,5,"['ain', 'ts']",1,0.6,655.97,0.92
aipse,N,5,"['a', 'ip', 'se']",2,0.4,559.0,0.95
aipsed,N,6,"['a', 'ip', 'sed']",2,0.5,597.47,1.0
airclaps,N,8,"['air', 'cl', 'aps']",2,0.62,679.23,0.9
airclime,N,8,"['air', 'cl', 'ime']",2,0.62,638.74,1.0
airclimes,N,9,"['air', 'climes']",1,0.78,656.49,0.97
airclip,N,7,"['air', 'clip']",1,0.71,784.29,0.66
aircul,N,6,"['air', 'cul']",1,0.67,662.92,1.0
airdess,N,7,"['air', 'dess']",1,0.71,707.68,0.95
airdraw,N,7,"['air', 'draw']",1,0.71,703.65,0.8
airdraws,N,8,"['air', 'draws']",1,0.75,751.83,0.79
airflails,N,9,"['air', 'fl', 'ails']",2,0.67,713.84,1.0
airflift,N,8,"['air', 'fli', 'ft']",2,0.62,937.0,0.45
airgroin,N,8,"['air', 'groin']",1,0.75,659.52,1.0
airguild,N,8,"['air', 'guild']",1,0.75,767.89,0.95
airguilds,N,9,"['air', 'guild', 's']",2,0.67,763.82,0.92
airn,N,4,"['air', 'n']",1,0.5,619.61,1.0
airnos,N,6,"['air', 'nos']",1,0.67,612.5,1.0
airplop,N,7,"['air', 'plop']",1,0.71,708.31,0.92
airshall,N,8,"['air', 'shall']",1,0.75,670.08,0.95
airsouth,N,8,"['air', 'south']",1,0.75,660.35,0.98
airstares,N,9,"['air', 'stares']",1,0.78,713.22,0.95
airstash,N,8,"['air', 'stash']",1,0.75,757.75,0.97
airstay,N,7,"['air', 'stay']",1,0.71,848.55,0.82
airstrums,N,9,"['air', 'str', 'ums']",2,0.67,747.12,0.88
aistnale,N,8,"['a', 'ist', 'n', 'ale']",3,0.5,578.13,1.0
aists,N,5,"['a', 'ists']",1,0.6,575.38,1.0
aiths,N,5,"['a', 'ith', 's']",2,0.4,538.42,1.0
aits,N,4,"['a', 'its']",1,0.5,564.78,0.97
aive,N,4,"['a', 'ive']",1,0.5,607.36,0.99
aives,N,5,"['a', 'ives']",1,0.6,579.05,0.97
aize,N,4,"['a', 'ize']",1,0.5,588.67,1.0
ajeqous,N,7,"['aj', 'e', 'q', 'ous']",3,0.43,623.05,1.0
ajoin,N,5,"['a', 'join']",1,0.6,751.89,0.48
akcul,N,5,"['ak', 'cul']",1,0.6,535.18,0.98
akde,N,4,"['ak', 'de']",1,0.5,536.4,1.0
akes,N,4,['akes'],0,0.75,599.85,1.0
akhs,N,4,"['akh', 's']",1,0.5,571.72,0.98
akrade,N,6,"['ak', 'rade']",1,0.67,620.92,1.0
alade,N,5,"['al', 'ade']",1,0.6,621.54,0.98
alamp,N,5,"['al', 'amp']",1,0.6,595.78,1.0
alap,N,4,['alap'],0,0.75,638.0,0.92
alaves,N,6,"['al', 'aves']",1,0.67,570.77,0.98
alawn,N,5,"['al', 'awn']",1,0.6,629.32,1.0
albole,N,6,"['al', 'bole']",1,0.67,588.13,1.0
albolls,N,7,"['al', 'bol', 'ls']",2,0.57,539.05,0.98
albust,N,6,"['al', 'bust']",1,0.67,637.22,1.0
alcas,N,5,"['al', 'cas']",1,0.6,591.81,1.0
alcimin,N,7,"['al', 'cim', 'in']",2,0.57,624.42,1.0
alcirans,N,8,"['al', 'cir', 'ans']",2,0.62,591.08,1.0
aldims,N,6,"['ald', 'ims']",1,0.67,610.92,1.0
alesray,N,7,"['ales', 'ray']",1,0.71,669.79,1.0
alfives,N,7,"['al', 'fives']",1,0.71,597.56,1.0
alfpard,N,7,"['al', 'f', 'pard']",2,0.57,579.25,1.0
aliels,N,6,"['al', 'iels']",1,0.67,633.25,0.97
alked,N,5,"['alk', 'ed']",1,0.6,562.19,0.97
alkoe,N,5,"['alk', 'oe']",1,0.6,548.03,1.0
alks,N,4,"['alk', 's']",1,0.5,543.77,0.97
allaced,N,7,"['all', 'aced']",1,0.71,691.08,0.95
allahed,N,7,"['allah', 'ed']",1,0.71,558.6,1.0
allald,N,6,"['all', 'ald']",1,0.67,534.65,1.0
allaled,N,7,"['all', 'aled']",1,0.71,632.11,0.97
allape,N,6,"['all', 'ape']",1,0.67,619.61,1.0
allaps,N,6,"['all', 'aps']",1,0.67,565.08,0.95
allar,N,5,"['all', 'ar']",1,0.6,681.68,0.92
alldess,N,7,"['all', 'dess']",1,0.71,595.15,1.0
alldets,N,7,"['all', 'det', 's']",2,0.57,593.58,1.0
allim,N,5,"['all', 'im']",1,0.6,611.68,0.97
allint,N,6,"['all', 'int']",1,0.67,597.11,1.0
allired,N,7,"['alli', 'red']",1,0.71,610.13,1.0
allob,N,5,"['al', 'lob']",1,0.6,548.62,1.0
allops,N,6,"['all', 'ops']",1,0.67,605.55,0.98
allou,N,5,"['all', 'ou']",1,0.6,575.22,1.0
allound,N,7,"['all', 'ound']",1,0.71,736.34,0.98
allsit,N,6,"['all', 'sit']",1,0.67,610.6,0.92
allye,N,5,"['ally', 'e']",1,0.6,548.11,1.0
almed,N,5,"['al', 'med']",1,0.6,629.41,0.92
almstreck,N,9,"['al', 'm', 'stre', 'ck']",3,0.56,588.5,1.0
aloid,N,5,"['alo', 'id']",1,0.6,598.19,0.97
aloiled,N,7,"['al', 'oil', 'ed']",2,0.57,665.46,1.0
alolds,N,6,"['al', 'olds']",1,0.67,575.63,1.0
alord,N,5,"['al', 'ord']",1,0.6,688.0,0.88
aloss,N,5,"['alo', 'ss']",1,0.6,713.58,0.92
alped,N,5,"['al', 'ped']",1,0.6,659.52,0.78
alpen,N,5,"['al', 'pen']",1,0.6,685.0,0.28
alping,N,6,"['al', 'ping']",1,0.67,738.93,0.8
alsehorts,N,9,"['al', 'seh', 'orts']",2,0.67,659.28,1.0
alspouch,N,8,"['al', 'sp', 'ouch']",2,0.62,632.0,1.0
alsund,N,6,"['als', 'und']",1,0.67,571.95,1.0
alsunds,N,7,"['als', 'un', 'ds']",2,0.57,583.06,1.0
althos,N,6,"['alth', 'os']",1,0.67,598.7,0.95
altzed,N,6,"['alt', 'zed']",1,0.67,601.24,0.99
alvim,N,5,"['al', 'v', 'im']",2,0.4,556.29,1.0
alylls,N,6,"['aly', 'lls']",1,0.67,597.11,1.0
amape,N,5,"['ama', 'pe']",1,0.6,645.57,1.0
amately,N,7,"['am', 'ately']",1,0.71,711.4,1.0
amaus,N,5,"['ama', 'us']",1,0.6,555.63,0.98
ambent,N,6,"['amb', 'ent']",1,0.67,731.06,0.88
ambents,N,7,"['amb', 'ents']",1,0.71,686.19,0.84
ambert,N,6,"['am', 'bert']",1,0.67,646.46,1.0
amberts,N,7,"['amber', 'ts']",1,0.71,626.84,0.98
ambess,N,6,"['amb', 'ess']",1,0.67,633.65,1.0
ambessed,N,8,"['amb', 'essed']",1,0.75,750.31,0.95
ambets,N,6,"['am', 'bets']",1,0.67,640.11,0.92
ambic,N,5,"['amb', 'ic']",1,0.6,645.06,0.9
ambind,N,6,"['amb', 'ind']",1,0.67,637.85,1.0
ambs,N,4,"['amb', 's']",1,0.5,623.95,1.0
amcars,N,6,"['am', 'cars']",1,0.67,565.51,0.98
amed,N,4,['amed'],0,0.75,662.93,0.91
ameg,N,4,"['ame', 'g']",1,0.5,559.24,0.98
ameshed,N,7,"['ames', 'hed']",1,0.71,650.8,0.87
amett,N,5,"['am', 'ett']",1,0.6,593.37,1.0
amhance,N,7,"['am', 'h', 'ance']",2,0.57,718.68,1.0
amho,N,4,"['am', 'ho']",1,0.5,561.76,0.97
amiance,N,7,"['ami', 'ance']",1,0.71,728.35,0.85
amias,N,5,"['ami', 'as']",1,0.6,635.23,0.98
amibed,N,6,"['am', 'ib', 'ed']",2,0.5,596.31,0.98
amion,N,5,"['am', 'ion']",1,0.6,608.54,0.98
amiques,N,7,"['ami', 'ques']",1,0.71,653.16,0.92
amise,N,5,"['am', 'ise']",1,0.6,671.32,0.84
amives,N,6,"['am', 'ives']",1,0.67,573.39,1.0
amler,N,5,"['am', 'ler']",1,0.6,624.66,1.0
amlers,N,6,"['am', 'lers']",1,0.67,625.78,1.0
amlo,N,4,"['am', 'lo']",1,0.5,535.15,1.0
amlos,N,5,"['am', 'los']",1,0.6,547.74,1.0
ammedes,N,7,"['am', 'med', 'es']",2,0.57,639.64,0.98
ammet,N,5,"['am', 'met']",1,0.6,603.97,1.0
ammete,N,6,"['am', 'met', 'e']",2,0.5,643.55,0.98
ammict,N,6,"['amm', 'ict']",1,0.67,557.13,1.0
amna,N,4,['amna'],0,0.75,559.76,0.98
amning,N,6,"['am', 'ning']",1,0.67,618.1,1.0
amns,N,4,"['am', 'ns']",1,0.5,604.54,1.0
amom,N,4,"['am', 'om']",1,0.5,694.59,0.98
amoubt,N,6,"['am', 'oub', 't']",2,0.5,636.31,0.98
ampaigns,N,8,"['amp', 'aign', 's']",2,0.62,612.55,1.0
ampgrair,N,8,"['amp', 'gr', 'air']",2,0.62,612.21,1.0
ampgrairs,N,9,"['amp', 'gr', 'airs']",2,0.67,624.18,1.0
ampist,N,6,"['amp', 'ist']",1,0.67,718.37,0.95
ampiste,N,7,"['amp', 'iste']",1,0.71,615.36,1.0
amplal,N,6,"['am', 'pl', 'al']",2,0.5,578.55,1.0
amrays,N,6,"['am', 'rays']",1,0.67,614.75,0.97
amsha,N,5,"['ams', 'ha']",1,0.6,527.84,1.0
amsice,N,6,"['ams', 'ice']",1,0.67,542.98,1.0
amsine,N,6,"['ams', 'ine']",1,0.67,583.46,0.98
amtan,N,5,"['am', 'tan']",1,0.6,554.22,1.0
amwere,N,6,"['am', 'were']",1,0.67,552.92,1.0
amwight,N,7,"['am', 'w', 'ight']",2,0.57,643.36,0.98
anacs,N,5,"['anac', 's']",1,0.6,563.15,1.0
anains,N,6,"['an', 'ains']",1,0.67,580.15,1.0
anarms,N,6,"['an', 'arms']",1,0.67,597.6,1.0
anbet,N,5,"['an', 'bet']",1,0.6,561.84,1.0
anbrams,N,7,"['an', 'br', 'ams']",2,0.57,565.28,1.0
anceards,N,8,"['ance', 'ards']",1,0.75,597.85,1.0
anced,N,5,['anced'],0,0.8,628.86,0.92
anch,N,4,['anch'],0,0.75,661.16,0.87
ancher,N,6,"['anch', 'er']",1,0.67,801.05,0.63
anches,N,6,"['anch', 'es']",1,0.67,694.43,0.92
anchpays,N,8,"['anch', 'pays']",1,0.75,619.68,1.0
anchta,N,6,"['anch', 'ta']",1,0.67,587.97,1.0
ancilled,N,8,"['anc', 'illed']",1,0.75,652.92,0.97
ancing,N,6,['ancing'],0,0.83,645.23,0.92
ancoose,N,7,"['anco', 'ose']",1,0.71,564.13,0.98
ancs,N,4,"['anc', 's']",1,0.5,578.47,1.0
ancy,N,4,['ancy'],0,0.75,613.0,1.0
andas,N,5,['andas'],0,0.8,592.46,0.98
andow,N,5,"['and', 'ow']",1,0.6,576.38,0.98
andrar,N,6,"['andr', 'ar']",1,0.67,596.87,1.0
andrars,N,7,"['andr', 'ars']",1,0.71,598.88,1.0
anea,N,4,"['ane', 'a']",1,0.5,597.5,0.98
aneat,N,5,"['ane', 'at']",1,0.6,561.33,1.0
aneau,N,5,"['ane', 'au']",1,0.6,545.15,1.0
anebome,N,7,"['ane', 'b', 'ome']",2,0.57,598.42,1.0
aned,N,4,['aned'],0,0.75,584.64,0.99
anemns,N,6,"['an', 'em', 'ns']",2,0.5,656.53,1.0
aner,N,4,"['an', 'er']",1,0.5,587.95,1.0
anfals,N,6,"['an', 'fals']",1,0.67,613.85,0.98
anfol,N,5,"['an', 'fol']",1,0.6,566.85,1.0
angder,N,6,"['ang', 'der']",1,0.67,618.74,1.0
angders,N,7,"['ang', 'ders']",1,0.71,593.37,1.0
angdete,N,7,"['ang', 'det', 'e']",2,0.57,607.63,1.0
angeing,N,7,"['ange', 'ing']",1,0.71,827.3,0.95
angies,N,6,"['ang', 'ies']",1,0.67,658.76,0.9
angkill,N,7,"['ang', 'kill']",1,0.71,550.6,1.0
angrired,N,8,"['an', 'gr', 'ired']",2,0.62,638.17,1.0
angsits,N,7,"['ang', 'sits']",1,0.71,645.9,1.0
anguals,N,7,"['ang', 'ual', 's']",2,0.57,635.71,0.95
anid,N,4,"['an', 'id']",1,0.5,641.58,1.0
anire,N,5,"['an', 'ire']",1,0.6,579.66,1.0
anired,N,6,"['an', 'ired']",1,0.67,622.26,1.0
ankhiles,N,8,"['ank', 'h', 'iles']",2,0.62,633.51,1.0
ankicks,N,7,"['ank', 'icks']",1,0.71,669.68,1.0
anks,N,4,['anks'],0,0.75,625.53,0.95
annaled,N,7,"['ann', 'aled']",1,0.71,716.23,0.85
annalked,N,8,"['ann', 'alk', 'ed']",2,0.62,614.29,1.0
