,Stimulus,Stdev,Subtokens
9417,sceptisch,1.640535895581489,"[['s', '##c', '##e', '##pt', '##isch'], ['sc', '##ep', '##t', '##isch'], ['sc', '##ep', '##t', '##isch'], ['sceptisch'], ['sc', '##ep', '##t', '##isch'], ['sceptisch'], ['sceptisch'], ['sceptisch'], ['sceptisch']]"
10692,steekproef,1.640535895581489,"[['st', '##eek', '##p', '##ro', '##e', '##f'], ['ste', '##ek', '##pro', '##ef'], ['steek', '##pro', '##ef'], ['steek', '##proef'], ['steek', '##pro', '##ef'], ['steekproef'], ['steekproef'], ['steekproef'], ['steekproef']]"
8753,puzzels,1.632993161855452,"[['p', '##u', '##z', '##ze', '##l', '##s'], ['p', '##uz', '##zel', '##s'], ['puz', '##zel', '##s'], ['puzzel', '##s'], ['puzzel', '##s'], ['puzzels'], ['puzzels'], ['puzzels'], ['puzzels']]"
9497,scheepvaart,1.632993161855452,"[['sch', '##ee', '##p', '##v', '##aar', '##t'], ['sche', '##ep', '##vaart'], ['sche', '##ep', '##vaart'], ['scheepvaart'], ['scheepvaart'], ['scheepvaart'], ['scheepvaart'], ['scheepvaart'], ['scheepvaart']]"
11179,syndroom,1.632993161855452,"[['s', '##y', '##n', '##d', '##ro', '##om'], ['sy', '##n', '##d', '##room'], ['syn', '##dro', '##om'], ['syn', '##droom'], ['syn', '##droom'], ['syndroom'], ['syndroom'], ['syndroom'], ['syndroom']]"
11710,trottoirs,1.632993161855452,"[['t', '##ro', '##t', '##t', '##o', '##ir', '##s'], ['tro', '##t', '##to', '##ir', '##s'], ['tro', '##tt', '##oi', '##r', '##s'], ['trot', '##to', '##irs'], ['trot', '##to', '##ir', '##s'], ['trotto', '##irs'], ['trottoir', '##s'], ['trotto', '##irs'], ['trot', '##to', '##irs']]"
13140,wenkbrauw,1.632993161855452,"[['we', '##n', '##k', '##br', '##a', '##uw'], ['wen', '##k', '##br', '##auw'], ['wen', '##k', '##bra', '##uw'], ['wenkbra', '##uw'], ['wenk', '##bra', '##uw'], ['wenkbrauw'], ['wenkbrauw'], ['wenkbrauw'], ['wenkbra', '##uw']]"
907,biljart,1.617802197617893,"[['b', '##il', '##j', '##art'], ['bi', '##l', '##ja', '##r', '##t'], ['bi', '##l', '##ja', '##r', '##t'], ['bil', '##ja', '##r', '##t'], ['bil', '##ja', '##r', '##t'], ['biljart'], ['biljart'], ['biljart'], ['bil', '##ja', '##r', '##t']]"
1747,country,1.617802197617893,"[['c', '##ou', '##n', '##t', '##r', '##y'], ['co', '##unt', '##ry'], ['co', '##unt', '##ry'], ['country'], ['co', '##unt', '##ry'], ['country'], ['country'], ['country'], ['country']]"
3289,geestdrift,1.617802197617893,"[['ge', '##es', '##t', '##d', '##r', '##i', '##ft'], ['gee', '##st', '##d', '##ri', '##ft'], ['geest', '##dr', '##ift'], ['geest', '##dr', '##ift'], ['geest', '##dr', '##ift'], ['geest', '##drift'], ['geest', '##drift'], ['geest', '##drift'], ['geest', '##drift']]"
1671,clowns,1.5947444549341472,"[['c', '##l', '##o', '##w', '##n', '##s'], ['cl', '##own', '##s'], ['cl', '##own', '##s'], ['clowns'], ['clown', '##s'], ['clowns'], ['clowns'], ['clowns'], ['clowns']]"
4763,huiswaarts,1.5947444549341472,"[['h', '##uis', '##w', '##aar', '##t', '##s'], ['huis', '##waar', '##ts'], ['huis', '##waar', '##ts'], ['huiswaarts'], ['huis', '##waarts'], ['huiswaarts'], ['huiswaarts'], ['huiswaarts'], ['huiswaarts']]"
3310,gegroeid,1.594744454934147,"[['ge', '##g', '##ro', '##e', '##id'], ['geg', '##ro', '##e', '##id'], ['geg', '##ro', '##e', '##id'], ['gegroeid'], ['gegroeid'], ['gegroeid'], ['gegroeid'], ['gegroeid'], ['gegroeid']]"
5278,kerstboom,1.594744454934147,"[['k', '##ers', '##t', '##b', '##oo', '##m'], ['kerst', '##bo', '##om'], ['kerst', '##boom'], ['kerstboom'], ['kerstboom'], ['kerstboom'], ['kerstboom'], ['kerstboom'], ['kerstboom']]"
7853,oostwaarts,1.594744454934147,"[['o', '##os', '##t', '##w', '##aar', '##t', '##s'], ['oo', '##st', '##waar', '##ts'], ['oost', '##waar', '##ts'], ['oost', '##waarts'], ['oost', '##waarts'], ['oost', '##waarts'], ['oost', '##waarts'], ['oost', '##waarts'], ['oost', '##waarts']]"
11176,symbool,1.594744454934147,"[['s', '##y', '##m', '##b', '##oo', '##l'], ['sy', '##mb', '##ool'], ['symb', '##ool'], ['symbool'], ['symbool'], ['symbool'], ['symbool'], ['symbool'], ['symbool']]"
12499,vliegveld,1.594744454934147,"[['vl', '##ie', '##g', '##ve', '##l', '##d'], ['vlie', '##g', '##veld'], ['vlieg', '##veld'], ['vliegveld'], ['vliegveld'], ['vliegveld'], ['vliegveld'], ['vliegveld'], ['vliegveld']]"
2868,feilloos,1.5713484026367723,"[['f', '##e', '##il', '##l', '##oo', '##s'], ['fe', '##ill', '##oos'], ['fe', '##ill', '##oos'], ['fe', '##illo', '##os'], ['fe', '##illo', '##os'], ['feilloos'], ['feilloos'], ['feilloos'], ['feilloos']]"
7516,neushoorn,1.5713484026367723,"[['n', '##e', '##us', '##h', '##oor', '##n'], ['ne', '##us', '##h', '##oorn'], ['neus', '##ho', '##orn'], ['neus', '##hoorn'], ['neus', '##hoorn'], ['neushoorn'], ['neushoorn'], ['neushoorn'], ['neus', '##hoorn']]"
660,beproefd,1.5634719199411433,"[['be', '##p', '##ro', '##e', '##f', '##d'], ['bep', '##ro', '##ef', '##d'], ['bep', '##ro', '##ef', '##d'], ['bep', '##roefd'], ['bep', '##roefd'], ['beproefd'], ['beproefd'], ['beproe', '##fd'], ['beproe', '##fd']]"
1628,chique,1.5634719199411433,"[['c', '##h', '##i', '##q', '##u', '##e'], ['ch', '##i', '##que'], ['ch', '##ique'], ['chique'], ['ch', '##ique'], ['chique'], ['chique'], ['chique'], ['chique']]"
1686,cockpit,1.5634719199411433,"[['c', '##oc', '##k', '##p', '##it'], ['co', '##ck', '##p', '##it'], ['co', '##ck', '##p', '##it'], ['cockpit'], ['coc', '##k', '##pit'], ['cockpit'], ['cockpit'], ['cockpit'], ['cockpit']]"
2121,discours,1.5634719199411433,"[['d', '##is', '##c', '##ou', '##r', '##s'], ['disc', '##our', '##s'], ['disc', '##ours'], ['discours'], ['disc', '##ours'], ['discours'], ['discours'], ['discours'], ['discours']]"
4971,jeugdvriend,1.5634719199411433,"[['je', '##ug', '##d', '##v', '##r', '##ien', '##d'], ['jeugd', '##vr', '##iend'], ['jeugd', '##vriend'], ['jeugd', '##vriend'], ['jeugd', '##vriend'], ['jeugd', '##vriend'], ['jeugd', '##vriend'], ['jeugd', '##vriend'], ['jeugd', '##vriend']]"
9666,schoolplein,1.5634719199411433,"[['sch', '##oo', '##l', '##pl', '##e', '##in'], ['school', '##ple', '##in'], ['school', '##plein'], ['schoolplein'], ['school', '##plein'], ['schoolplein'], ['schoolplein'], ['schoolplein'], ['schoolplein']]"
4673,hooikoorts,1.563471919941143,"[['h', '##oo', '##ik', '##oor', '##t', '##s'], ['h', '##ooi', '##k', '##oort', '##s'], ['h', '##ooi', '##ko', '##ort', '##s'], ['hooi', '##ko', '##ort', '##s'], ['hooi', '##ko', '##ort', '##s'], ['hooik', '##oorts'], ['hooikoorts'], ['hooik', '##oorts'], ['hooi', '##ko', '##ort', '##s']]"
1672,clowntje,1.547598697464902,"[['c', '##l', '##o', '##w', '##n', '##t', '##je'], ['cl', '##own', '##tje'], ['cl', '##own', '##tje'], ['clown', '##tje'], ['clown', '##tje'], ['clown', '##tje'], ['clown', '##tje'], ['clown', '##tje'], ['clown', '##tje']]"
1688,cocktail,1.547598697464902,"[['c', '##oc', '##kt', '##a', '##il'], ['co', '##ck', '##t', '##ail'], ['co', '##ck', '##t', '##ail'], ['cocktail'], ['coc', '##ktail'], ['cocktail'], ['cocktail'], ['cocktail'], ['cocktail']]"
1689,cocktails,1.547598697464902,"[['c', '##oc', '##kt', '##a', '##il', '##s'], ['co', '##ck', '##t', '##ail', '##s'], ['co', '##ck', '##t', '##ail', '##s'], ['cocktail', '##s'], ['coc', '##ktail', '##s'], ['cocktail', '##s'], ['cocktail', '##s'], ['cocktail', '##s'], ['cocktail', '##s']]"
1760,crèche,1.547598697464902,"[['c', '##r', '##è', '##ch', '##e'], ['c', '##r', '##è', '##che'], ['c', '##r', '##è', '##che'], ['crèche'], ['crè', '##che'], ['crèche'], ['crèche'], ['crèche'], ['crèche']]"
2155,doelgroep,1.547598697464902,"[['d', '##oel', '##g', '##ro', '##e', '##p'], ['doel', '##groep'], ['doel', '##groep'], ['doelgroep'], ['doelgroep'], ['doelgroep'], ['doelgroep'], ['doelgroep'], ['doelgroep']]"
2563,dwarsfluit,1.547598697464902,"[['d', '##w', '##ar', '##s', '##f', '##l', '##uit'], ['dw', '##ars', '##fl', '##uit'], ['dw', '##ars', '##fl', '##uit'], ['dwars', '##fl', '##uit'], ['dwars', '##fl', '##uit'], ['dwars', '##fluit'], ['dwars', '##fluit'], ['dwars', '##fluit'], ['dwars', '##fluit']]"
6041,kruispunt,1.547598697464902,"[['k', '##ru', '##is', '##p', '##un', '##t'], ['kruis', '##punt'], ['kruis', '##punt'], ['kruispunt'], ['kruispunt'], ['kruispunt'], ['kruispunt'], ['kruispunt'], ['kruispunt']]"
6280,lantaarn,1.547598697464902,"[['l', '##ant', '##aar', '##n'], ['l', '##ant', '##aar', '##n'], ['la', '##n', '##t', '##aar', '##n'], ['lantaarn'], ['lant', '##aarn'], ['lantaarn'], ['lantaarn'], ['lantaarn'], ['lantaarn']]"
6281,lantaarns,1.547598697464902,"[['l', '##ant', '##aar', '##n', '##s'], ['l', '##ant', '##aar', '##n', '##s'], ['la', '##n', '##t', '##aar', '##n', '##s'], ['lantaarn', '##s'], ['lant', '##aarn', '##s'], ['lantaarn', '##s'], ['lantaarn', '##s'], ['lantaarn', '##s'], ['lantaarn', '##s']]"
