,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
92,adbys,N,5,"['a', '##d', '##b', '##y', '##s']",4,0.0
93,adcorb,N,6,"['a', '##d', '##c', '##or', '##b']",4,0.17
94,adcorbs,N,7,"['a', '##d', '##c', '##or', '##b', '##s']",5,0.14
95,adcorts,N,7,"['a', '##d', '##c', '##ort', '##s']",4,0.29
96,addal,N,5,"['a', '##d', '##d', '##al']",3,0.2
97,addaled,N,7,"['a', '##d', '##d', '##al', '##ed']",4,0.29
98,addave,N,6,"['a', '##d', '##d', '##av', '##e']",4,0.17
99,adday,N,5,"['a', '##d', '##d', '##ay']",3,0.2
100,addeared,N,8,"['a', '##d', '##de', '##ar', '##ed']",4,0.38
101,addend,N,6,"['a', '##d', '##den', '##d']",3,0.33
102,addends,N,7,"['a', '##d', '##den', '##d', '##s']",4,0.29
103,addralt,N,7,"['a', '##d', '##d', '##ra', '##l', '##t']",5,0.14
104,addre,N,5,"['a', '##d', '##d', '##re']",3,0.2
105,addume,N,6,"['a', '##d', '##d', '##u', '##me']",4,0.17
106,addunds,N,7,"['a', '##d', '##d', '##un', '##d', '##s']",5,0.14
107,addured,N,7,"['a', '##d', '##d', '##ur', '##ed']",4,0.29
108,addushed,N,8,"['a', '##d', '##d', '##us', '##he', '##d']",5,0.25
109,adeen,N,5,"['a', '##de', '##en']",2,0.4
110,adfle,N,5,"['a', '##d', '##f', '##le']",3,0.2
111,adfler,N,6,"['a', '##d', '##f', '##le', '##r']",4,0.17
112,adfles,N,6,"['a', '##d', '##f', '##le', '##s']",4,0.17
113,adhands,N,7,"['a', '##d', '##h', '##and', '##s']",4,0.29
114,adhirds,N,7,"['a', '##d', '##h', '##ir', '##d', '##s']",5,0.14
115,adhist,N,6,"['a', '##d', '##h', '##ist']",3,0.33
116,adiffs,N,6,"['a', '##d', '##if', '##f', '##s']",4,0.17
117,adle,N,4,"['a', '##d', '##le']",2,0.25
118,adlears,N,7,"['a', '##d', '##le', '##ar', '##s']",4,0.29
119,adleys,N,6,"['a', '##d', '##le', '##y', '##s']",4,0.17
120,adloss,N,6,"['a', '##d', '##lo', '##s', '##s']",4,0.17
121,adly,N,4,"['a', '##d', '##ly']",2,0.25
122,admar,N,5,"['a', '##d', '##m', '##ar']",3,0.2
123,admueurs,N,8,"['a', '##d', '##m', '##ue', '##ur', '##s']",5,0.25
124,admuffs,N,7,"['a', '##d', '##m', '##u', '##f', '##f', '##s']",6,0.0
125,admugned,N,8,"['a', '##d', '##m', '##u', '##g', '##ne', '##d']",6,0.12
126,admunds,N,7,"['a', '##d', '##m', '##un', '##d', '##s']",5,0.14
127,admurst,N,7,"['a', '##d', '##m', '##ur', '##st']",4,0.29
128,adom,N,4,"['a', '##d', '##om']",2,0.25
129,adsen,N,5,"['a', '##d', '##se', '##n']",3,0.2
130,adstied,N,7,"['a', '##d', '##st', '##ie', '##d']",4,0.29
131,adter,N,5,"['a', '##d', '##ter']",2,0.4
132,advioned,N,8,"['a', '##d', '##v', '##ion', '##ed']",4,0.38
133,adwocked,N,8,"['a', '##d', '##w', '##oc', '##k', '##ed']",5,0.25
134,adwoke,N,6,"['a', '##d', '##w', '##ok', '##e']",4,0.17
135,adwolds,N,7,"['a', '##d', '##w', '##ol', '##d', '##s']",5,0.14
136,adwosks,N,7,"['a', '##d', '##w', '##os', '##k', '##s']",5,0.14
137,adwouched,N,9,"['a', '##d', '##w', '##ou', '##ch', '##ed']",5,0.33
138,adwourts,N,8,"['a', '##d', '##w', '##our', '##t', '##s']",5,0.25
139,aecher,N,6,"['a', '##ec', '##he', '##r']",3,0.33
140,aekom,N,5,"['a', '##e', '##k', '##om']",3,0.2
141,aertion,N,7,"['a', '##er', '##t', '##ion']",3,0.43
142,aesful,N,6,"['a', '##es', '##f', '##ul']",3,0.33
143,afalt,N,5,"['a', '##f', '##al', '##t']",3,0.2
144,afas,N,4,"['a', '##f', '##as']",2,0.25
145,afed,N,4,"['a', '##f', '##ed']",2,0.25
146,afel,N,4,"['a', '##f', '##el']",2,0.25
147,afept,N,5,"['a', '##f', '##e', '##p', '##t']",4,0.0
148,afepts,N,6,"['a', '##f', '##e', '##p', '##t', '##s']",5,0.0
149,aferes,N,6,"['a', '##f', '##ere', '##s']",3,0.33
150,aferned,N,7,"['a', '##f', '##er', '##ne', '##d']",4,0.29
151,afes,N,4,"['a', '##f', '##es']",2,0.25
152,affeal,N,6,"['a', '##f', '##f', '##e', '##al']",4,0.17
153,affecks,N,7,"['a', '##f', '##f', '##ec', '##k', '##s']",5,0.14
154,affelts,N,7,"['a', '##f', '##f', '##el', '##t', '##s']",5,0.14
155,affends,N,7,"['a', '##f', '##f', '##end', '##s']",4,0.29
156,afflane,N,7,"['a', '##f', '##f', '##l', '##an', '##e']",5,0.14
157,afflarts,N,8,"['a', '##f', '##f', '##l', '##ar', '##t', '##s']",6,0.12
158,affolds,N,7,"['a', '##f', '##f', '##ol', '##d', '##s']",5,0.14
159,affope,N,6,"['a', '##f', '##f', '##op', '##e']",4,0.17
160,afforts,N,7,"['a', '##f', '##f', '##ort', '##s']",4,0.29
161,affranes,N,8,"['a', '##f', '##f', '##ra', '##ne', '##s']",5,0.25
162,affrins,N,7,"['a', '##f', '##f', '##r', '##in', '##s']",5,0.14
163,affrows,N,7,"['a', '##f', '##f', '##ro', '##w', '##s']",5,0.14
164,affug,N,5,"['a', '##f', '##f', '##u', '##g']",4,0.0
165,affund,N,6,"['a', '##f', '##f', '##un', '##d']",4,0.17
166,affurned,N,8,"['a', '##f', '##f', '##ur', '##ne', '##d']",5,0.25
167,affuse,N,6,"['a', '##f', '##f', '##us', '##e']",4,0.17
168,affuth,N,6,"['a', '##f', '##f', '##ut', '##h']",4,0.17
169,afia,N,4,"['a', '##f', '##ia']",2,0.25
170,afoins,N,6,"['a', '##f', '##o', '##in', '##s']",4,0.17
171,afoods,N,6,"['a', '##f', '##o', '##o', '##d', '##s']",5,0.0
172,afoys,N,5,"['a', '##f', '##o', '##y', '##s']",4,0.0
173,afress,N,6,"['a', '##f', '##res', '##s']",3,0.33
174,afrome,N,6,"['a', '##f', '##ro', '##me']",3,0.33
175,afrons,N,6,"['a', '##f', '##ro', '##n', '##s']",4,0.17
176,afrorm,N,6,"['a', '##f', '##ro', '##r', '##m']",4,0.17
177,afstint,N,7,"['a', '##f', '##st', '##in', '##t']",4,0.29
178,aftus,N,5,"['a', '##f', '##t', '##us']",3,0.2
179,agbuct,N,6,"['a', '##g', '##b', '##u', '##ct']",4,0.17
180,agelier,N,7,"['a', '##ge', '##l', '##ier']",3,0.43
181,agemess,N,7,"['a', '##ge', '##me', '##s', '##s']",4,0.29
182,agfor,N,5,"['a', '##g', '##f', '##or']",3,0.2
183,agfors,N,6,"['a', '##g', '##f', '##or', '##s']",4,0.17
184,aggect,N,6,"['a', '##g', '##ge', '##ct']",3,0.33
185,aggess,N,6,"['a', '##g', '##ge', '##s', '##s']",4,0.17
186,aggey,N,5,"['a', '##g', '##ge', '##y']",3,0.2
187,aggeys,N,6,"['a', '##g', '##ge', '##y', '##s']",4,0.17
188,aggraimed,N,9,"['a', '##g', '##g', '##ra', '##im', '##ed']",5,0.33
189,aggraims,N,8,"['a', '##g', '##g', '##ra', '##im', '##s']",5,0.25
190,aggrues,N,7,"['a', '##g', '##g', '##ru', '##es']",4,0.29
191,aghect,N,6,"['a', '##g', '##he', '##ct']",3,0.33
192,aghonced,N,8,"['a', '##g', '##h', '##on', '##ce', '##d']",5,0.25
193,agift,N,5,"['a', '##g', '##if', '##t']",3,0.2
194,agims,N,5,"['a', '##g', '##im', '##s']",3,0.2
195,agincts,N,7,"['a', '##g', '##in', '##ct', '##s']",4,0.29
196,agive,N,5,"['a', '##g', '##iv', '##e']",3,0.2
197,agix,N,4,"['a', '##g', '##i', '##x']",3,0.0
198,agler,N,5,"['a', '##g', '##le', '##r']",3,0.2
199,agok,N,4,"['a', '##g', '##ok']",2,0.25
200,agope,N,5,"['a', '##g', '##op', '##e']",3,0.2
201,agright,N,7,"['a', '##g', '##r', '##ig', '##ht']",4,0.29
202,agshess,N,7,"['a', '##g', '##s', '##he', '##s', '##s']",5,0.14
203,agstess,N,7,"['a', '##g', '##st', '##es', '##s']",4,0.29
204,agtrain,N,7,"['a', '##g', '##t', '##ra', '##in']",4,0.29
205,agtrained,N,9,"['a', '##g', '##t', '##ra', '##in', '##ed']",5,0.33
206,agur,N,4,"['a', '##g', '##ur']",2,0.25
207,ahoits,N,6,"['a', '##h', '##o', '##it', '##s']",4,0.17
208,ahokes,N,6,"['a', '##h', '##ok', '##es']",3,0.33
209,ahor,N,4,"['a', '##h', '##or']",2,0.25
210,ahord,N,5,"['a', '##h', '##or', '##d']",3,0.2
211,ahords,N,6,"['a', '##h', '##or', '##d', '##s']",4,0.17
212,ahries,N,6,"['a', '##h', '##r', '##ie', '##s']",4,0.17
213,ahun,N,4,"['a', '##h', '##un']",2,0.25
214,aice,N,4,"['a', '##ic', '##e']",2,0.25
215,aices,N,5,"['a', '##ic', '##es']",2,0.4
216,aicipes,N,7,"['a', '##ic', '##ip', '##es']",3,0.43
217,aier,N,4,"['a', '##ier']",1,0.5
218,aight,N,5,"['a', '##ig', '##ht']",2,0.4
219,aights,N,6,"['a', '##ig', '##ht', '##s']",3,0.33
220,ailpay,N,6,"['a', '##il', '##p', '##ay']",3,0.33
221,ailpays,N,7,"['a', '##il', '##p', '##ay', '##s']",4,0.29
222,ainfogue,N,8,"['a', '##in', '##f', '##o', '##g', '##ue']",5,0.25
223,ainlibes,N,8,"['a', '##in', '##l', '##ib', '##es']",4,0.38
224,ains,N,4,"['a', '##in', '##s']",2,0.25
225,aints,N,5,"['a', '##in', '##t', '##s']",3,0.2
226,aipse,N,5,"['a', '##ip', '##se']",2,0.4
227,aipsed,N,6,"['a', '##ip', '##se', '##d']",3,0.33
228,airclaps,N,8,"['a', '##ir', '##c', '##l', '##ap', '##s']",5,0.25
229,airclime,N,8,"['a', '##ir', '##c', '##l', '##im', '##e']",5,0.25
230,airclimes,N,9,"['a', '##ir', '##c', '##l', '##im', '##es']",5,0.33
231,airclip,N,7,"['a', '##ir', '##c', '##l', '##ip']",4,0.29
232,aircul,N,6,"['a', '##ir', '##c', '##ul']",3,0.33
233,airdess,N,7,"['a', '##ir', '##de', '##s', '##s']",4,0.29
234,airdraw,N,7,"['a', '##ir', '##d', '##ra', '##w']",4,0.29
235,airdraws,N,8,"['a', '##ir', '##d', '##ra', '##w', '##s']",5,0.25
236,airflails,N,9,"['a', '##ir', '##f', '##l', '##a', '##il', '##s']",6,0.22
237,airflift,N,8,"['a', '##ir', '##f', '##l', '##if', '##t']",5,0.25
238,airgroin,N,8,"['a', '##ir', '##g', '##ro', '##in']",4,0.38
239,airguild,N,8,"['a', '##ir', '##g', '##u', '##il', '##d']",5,0.25
240,airguilds,N,9,"['a', '##ir', '##g', '##u', '##il', '##d', '##s']",6,0.22
241,airn,N,4,"['a', '##ir', '##n']",2,0.25
242,airnos,N,6,"['a', '##ir', '##n', '##os']",3,0.33
243,airplop,N,7,"['a', '##ir', '##p', '##lo', '##p']",4,0.29
244,airshall,N,8,"['a', '##ir', '##s', '##h', '##al', '##l']",5,0.25
245,airsouth,N,8,"['a', '##ir', '##s', '##out', '##h']",4,0.38
246,airstares,N,9,"['a', '##ir', '##st', '##ar', '##es']",4,0.44
247,airstash,N,8,"['a', '##ir', '##st', '##as', '##h']",4,0.38
248,airstay,N,7,"['a', '##ir', '##st', '##ay']",3,0.43
249,airstrums,N,9,"['a', '##ir', '##st', '##ru', '##m', '##s']",5,0.33
250,aistnale,N,8,"['a', '##ist', '##n', '##al', '##e']",4,0.38
251,aists,N,5,"['a', '##ist', '##s']",2,0.4
252,aiths,N,5,"['a', '##ith', '##s']",2,0.4
253,aits,N,4,"['a', '##it', '##s']",2,0.25
254,aive,N,4,"['a', '##iv', '##e']",2,0.25
255,aives,N,5,"['a', '##iv', '##es']",2,0.4
256,aize,N,4,"['a', '##iz', '##e']",2,0.25
257,ajeqous,N,7,"['a', '##j', '##e', '##q', '##ous']",4,0.29
258,ajoin,N,5,"['a', '##j', '##o', '##in']",3,0.2
259,akcul,N,5,"['a', '##k', '##c', '##ul']",3,0.2
260,akde,N,4,"['a', '##k', '##de']",2,0.25
261,akes,N,4,"['a', '##k', '##es']",2,0.25
262,akhs,N,4,"['a', '##k', '##h', '##s']",3,0.0
263,akrade,N,6,"['a', '##k', '##ra', '##de']",3,0.33
264,alade,N,5,"['al', '##ad', '##e']",2,0.4
265,alamp,N,5,"['al', '##am', '##p']",2,0.4
266,alap,N,4,"['al', '##ap']",1,0.5
267,alaves,N,6,"['al', '##av', '##es']",2,0.5
268,alawn,N,5,"['al', '##a', '##w', '##n']",3,0.2
269,albole,N,6,"['al', '##b', '##ol', '##e']",3,0.33
270,albolls,N,7,"['al', '##b', '##ol', '##l', '##s']",4,0.29
271,albust,N,6,"['al', '##b', '##us', '##t']",3,0.33
272,alcas,N,5,"['al', '##c', '##as']",2,0.4
273,alcimin,N,7,"['al', '##ci', '##m', '##in']",3,0.43
274,alcirans,N,8,"['al', '##ci', '##ra', '##n', '##s']",4,0.38
275,aldims,N,6,"['al', '##d', '##im', '##s']",3,0.33
276,alesray,N,7,"['al', '##es', '##ra', '##y']",3,0.43
277,alfives,N,7,"['al', '##f', '##iv', '##es']",3,0.43
278,alfpard,N,7,"['al', '##f', '##p', '##ar', '##d']",4,0.29
279,aliels,N,6,"['al', '##ie', '##l', '##s']",3,0.33
280,alked,N,5,"['al', '##k', '##ed']",2,0.4
281,alkoe,N,5,"['al', '##k', '##o', '##e']",3,0.2
282,alks,N,4,"['al', '##k', '##s']",2,0.25
283,allaced,N,7,"['al', '##l', '##ac', '##ed']",3,0.43
284,allahed,N,7,"['al', '##l', '##a', '##he', '##d']",4,0.29
285,allald,N,6,"['al', '##l', '##al', '##d']",3,0.33
286,allaled,N,7,"['al', '##l', '##al', '##ed']",3,0.43
287,allape,N,6,"['al', '##l', '##ap', '##e']",3,0.33
288,allaps,N,6,"['al', '##l', '##ap', '##s']",3,0.33
289,allar,N,5,"['al', '##l', '##ar']",2,0.4
290,alldess,N,7,"['al', '##l', '##de', '##s', '##s']",4,0.29
291,alldets,N,7,"['al', '##l', '##de', '##t', '##s']",4,0.29
292,allim,N,5,"['al', '##l', '##im']",2,0.4
293,allint,N,6,"['al', '##l', '##in', '##t']",3,0.33
294,allired,N,7,"['al', '##l', '##ire', '##d']",3,0.43
295,allob,N,5,"['al', '##lo', '##b']",2,0.4
296,allops,N,6,"['al', '##lo', '##p', '##s']",3,0.33
297,allou,N,5,"['al', '##lo', '##u']",2,0.4
298,allound,N,7,"['al', '##lo', '##un', '##d']",3,0.43
299,allsit,N,6,"['al', '##l', '##s', '##it']",3,0.33
300,allye,N,5,"['al', '##ly', '##e']",2,0.4
301,almed,N,5,"['al', '##me', '##d']",2,0.4
302,almstreck,N,9,"['al', '##m', '##st', '##re', '##c', '##k']",5,0.33
303,aloid,N,5,"['al', '##o', '##id']",2,0.4
304,aloiled,N,7,"['al', '##o', '##il', '##ed']",3,0.43
305,alolds,N,6,"['al', '##ol', '##d', '##s']",3,0.33
306,alord,N,5,"['al', '##or', '##d']",2,0.4
307,aloss,N,5,"['al', '##os', '##s']",2,0.4
308,alped,N,5,"['al', '##p', '##ed']",2,0.4
309,alpen,N,5,"['al', '##p', '##en']",2,0.4
310,alping,N,6,"['al', '##p', '##ing']",2,0.5
311,alsehorts,N,9,"['al', '##se', '##h', '##ort', '##s']",4,0.44
312,alspouch,N,8,"['al', '##s', '##p', '##ou', '##ch']",4,0.38
313,alsund,N,6,"['al', '##s', '##un', '##d']",3,0.33
314,alsunds,N,7,"['al', '##s', '##un', '##d', '##s']",4,0.29
315,althos,N,6,"['al', '##t', '##h', '##os']",3,0.33
316,altzed,N,6,"['al', '##t', '##z', '##ed']",3,0.33
317,alvim,N,5,"['al', '##v', '##im']",2,0.4
318,alylls,N,6,"['al', '##y', '##l', '##l', '##s']",4,0.17
319,amape,N,5,"['a', '##m', '##ap', '##e']",3,0.2
320,amately,N,7,"['a', '##m', '##at', '##el', '##y']",4,0.29
321,amaus,N,5,"['a', '##m', '##au', '##s']",3,0.2
322,ambent,N,6,"['a', '##m', '##b', '##ent']",3,0.33
323,ambents,N,7,"['a', '##m', '##b', '##ent', '##s']",4,0.29
324,ambert,N,6,"['a', '##m', '##b', '##er', '##t']",4,0.17
325,amberts,N,7,"['a', '##m', '##b', '##er', '##t', '##s']",5,0.14
326,ambess,N,6,"['a', '##m', '##b', '##es', '##s']",4,0.17
327,ambessed,N,8,"['a', '##m', '##b', '##es', '##se', '##d']",5,0.25
328,ambets,N,6,"['a', '##m', '##b', '##et', '##s']",4,0.17
329,ambic,N,5,"['a', '##m', '##b', '##ic']",3,0.2
330,ambind,N,6,"['a', '##m', '##b', '##in', '##d']",4,0.17
331,ambs,N,4,"['a', '##m', '##b', '##s']",3,0.0
332,amcars,N,6,"['a', '##m', '##c', '##ar', '##s']",4,0.17
333,amed,N,4,"['a', '##me', '##d']",2,0.25
334,ameg,N,4,"['a', '##me', '##g']",2,0.25
335,ameshed,N,7,"['a', '##me', '##s', '##he', '##d']",4,0.29
336,amett,N,5,"['a', '##me', '##t', '##t']",3,0.2
337,amhance,N,7,"['a', '##m', '##h', '##an', '##ce']",4,0.29
338,amho,N,4,"['a', '##m', '##h', '##o']",3,0.0
339,amiance,N,7,"['a', '##m', '##ia', '##n', '##ce']",4,0.29
340,amias,N,5,"['a', '##m', '##ia', '##s']",3,0.2
341,amibed,N,6,"['a', '##m', '##ib', '##ed']",3,0.33
342,amion,N,5,"['a', '##m', '##ion']",2,0.4
343,amiques,N,7,"['a', '##m', '##i', '##que', '##s']",4,0.29
344,amise,N,5,"['a', '##m', '##is', '##e']",3,0.2
345,amives,N,6,"['a', '##m', '##iv', '##es']",3,0.33
346,amler,N,5,"['a', '##m', '##le', '##r']",3,0.2
347,amlers,N,6,"['a', '##m', '##le', '##r', '##s']",4,0.17
348,amlo,N,4,"['a', '##m', '##lo']",2,0.25
349,amlos,N,5,"['a', '##m', '##lo', '##s']",3,0.2
350,ammedes,N,7,"['a', '##m', '##me', '##de', '##s']",4,0.29
351,ammet,N,5,"['a', '##m', '##me', '##t']",3,0.2
352,ammete,N,6,"['a', '##m', '##me', '##te']",3,0.33
353,ammict,N,6,"['a', '##m', '##m', '##ic', '##t']",4,0.17
354,amna,N,4,"['a', '##m', '##n', '##a']",3,0.0
355,amning,N,6,"['a', '##m', '##n', '##ing']",3,0.33
356,amns,N,4,"['a', '##m', '##n', '##s']",3,0.0
357,amom,N,4,"['a', '##m', '##om']",2,0.25
358,amoubt,N,6,"['a', '##m', '##ou', '##b', '##t']",4,0.17
359,ampaigns,N,8,"['a', '##mp', '##a', '##ig', '##n', '##s']",5,0.25
360,ampgrair,N,8,"['a', '##mp', '##g', '##ra', '##ir']",4,0.38
361,ampgrairs,N,9,"['a', '##mp', '##g', '##ra', '##ir', '##s']",5,0.33
362,ampist,N,6,"['a', '##mp', '##ist']",2,0.5
363,ampiste,N,7,"['a', '##mp', '##ist', '##e']",3,0.43
364,amplal,N,6,"['a', '##mp', '##l', '##al']",3,0.33
365,amrays,N,6,"['a', '##m', '##ra', '##y', '##s']",4,0.17
366,amsha,N,5,"['a', '##m', '##s', '##h', '##a']",4,0.0
367,amsice,N,6,"['a', '##m', '##s', '##ic', '##e']",4,0.17
368,amsine,N,6,"['a', '##m', '##s', '##in', '##e']",4,0.17
369,amtan,N,5,"['a', '##m', '##ta', '##n']",3,0.2
370,amwere,N,6,"['a', '##m', '##w', '##ere']",3,0.33
371,amwight,N,7,"['a', '##m', '##w', '##ig', '##ht']",4,0.29
372,anacs,N,5,"['an', '##ac', '##s']",2,0.4
373,anains,N,6,"['an', '##ain', '##s']",2,0.5
374,anarms,N,6,"['an', '##ar', '##m', '##s']",3,0.33
375,anbet,N,5,"['an', '##b', '##et']",2,0.4
376,anbrams,N,7,"['an', '##b', '##ra', '##m', '##s']",4,0.29
377,anceards,N,8,"['an', '##ce', '##ar', '##d', '##s']",4,0.38
378,anced,N,5,"['an', '##ce', '##d']",2,0.4
379,anch,N,4,"['an', '##ch']",1,0.5
380,ancher,N,6,"['an', '##ch', '##er']",2,0.5
381,anches,N,6,"['an', '##ch', '##es']",2,0.5
382,anchpays,N,8,"['an', '##ch', '##p', '##ay', '##s']",4,0.38
383,anchta,N,6,"['an', '##ch', '##ta']",2,0.5
384,ancilled,N,8,"['an', '##ci', '##l', '##le', '##d']",4,0.38
385,ancing,N,6,"['an', '##ci', '##n', '##g']",3,0.33
386,ancoose,N,7,"['an', '##c', '##o', '##os', '##e']",4,0.29
387,ancs,N,4,"['an', '##c', '##s']",2,0.25
388,ancy,N,4,"['an', '##c', '##y']",2,0.25
389,andas,N,5,"['and', '##as']",1,0.6
390,andow,N,5,"['and', '##o', '##w']",2,0.4
391,andrar,N,6,"['and', '##ra', '##r']",2,0.5
392,andrars,N,7,"['and', '##ra', '##r', '##s']",3,0.43
393,anea,N,4,"['an', '##e', '##a']",2,0.25
