Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
aad,N,3,"['a', 'ad']",1,0.33,628.03,0.95
aaf,N,3,"['a', 'af']",1,0.33,586.11,1.0
aagst,N,5,"['a', 'ag', 'st']",2,0.4,746.65,0.9
aakbeest,N,8,"['a', 'ak', 'be', 'est']",3,0.5,600.92,1.0
aakje,N,5,"['a', 'ak', 'je']",2,0.4,631.08,0.97
aaks,N,4,"['a', 'ak', 's']",2,0.25,623.64,0.97
aakst,N,5,"['a', 'ak', 'st']",2,0.4,603.72,1.0
aakwes,N,6,"['a', 'ak', 'w', 'es']",3,0.33,603.21,1.0
aalde,N,5,"['a', 'al', 'de']",2,0.4,708.89,0.95
aalden,N,6,"['a', 'al', 'den']",2,0.5,723.83,0.9
aalder,N,6,"['a', 'al', 'der']",2,0.5,616.25,0.92
aalgees,N,7,"['a', 'al', 'ge', 'es']",3,0.43,632.65,0.97
aanbok,N,6,"['aan', 'bo', 'k']",2,0.5,757.44,0.9
aanbol,N,6,"['aan', 'b', 'ol']",2,0.5,732.24,0.92
aand,N,4,"['a', 'and']",1,0.5,597.79,1.0
aandge,N,6,"['a', 'and', 'ge']",2,0.5,609.87,1.0
aangiep,N,7,"['aan', 'g', 'ie', 'p']",3,0.43,709.32,1.0
aankeen,N,7,"['aan', 'k', 'een']",2,0.57,613.69,1.0
aankeerd,N,8,"['aan', 'ke', 'er', 'd']",3,0.5,711.68,0.9
aankrast,N,8,"['aan', 'k', 'r', 'as', 't']",4,0.38,738.13,0.92
aankruig,N,8,"['aan', 'k', 'ru', 'ig']",3,0.5,667.62,0.97
aannicht,N,8,"['aan', 'ni', 'cht']",2,0.62,663.67,0.95
aannorst,N,8,"['aan', 'n', 'or', 'st']",3,0.5,605.54,0.97
aanpijk,N,7,"['aan', 'p', 'ijk']",2,0.57,665.82,0.97
aanplok,N,7,"['aan', 'p', 'lo', 'k']",3,0.43,651.29,1.0
aanpunst,N,8,"['aan', 'p', 'un', 'st']",3,0.5,678.82,0.97
aanrof,N,6,"['aan', 'r', 'of']",2,0.5,650.0,0.92
aanrus,N,6,"['aan', 'r', 'us']",2,0.5,676.21,1.0
aans,N,4,"['a', 'ans']",1,0.5,664.76,0.97
aanschijk,N,9,"['a', 'ans', 'ch', 'ijk']",3,0.56,719.69,0.92
aanschuw,N,8,"['a', 'ans', 'ch', 'u', 'w']",4,0.38,821.53,0.51
aanstaam,N,8,"['a', 'ans', 'ta', 'am']",3,0.5,759.37,0.92
aanveeldt,N,9,"['aan', 've', 'el', 'd', 't']",4,0.44,650.22,0.97
aanweer,N,7,"['aan', 'we', 'er']",2,0.57,744.73,0.67
aanwid,N,6,"['aan', 'w', 'id']",2,0.5,675.67,0.95
aarbracht,N,9,"['aar', 'b', 'ra', 'cht']",3,0.56,721.68,0.9
aarbrang,N,8,"['aar', 'br', 'ang']",2,0.62,654.41,1.0
aardgoo,N,7,"['aar', 'd', 'go', 'o']",3,0.43,602.69,1.0
aardkil,N,7,"['aar', 'd', 'k', 'il']",3,0.43,693.97,0.97
aardraan,N,8,"['aar', 'd', 'ra', 'an']",3,0.5,650.18,0.97
aardsomst,N,9,"['aar', 'd', 's', 'om', 'st']",4,0.44,730.62,0.97
aargrift,N,8,"['aar', 'gr', 'if', 't']",3,0.5,692.14,0.97
aarhoop,N,7,"['aar', 'ho', 'op']",2,0.57,622.44,1.0
aarjang,N,7,"['aar', 'j', 'ang']",2,0.57,632.44,1.0
aarlang,N,7,"['aar', 'l', 'ang']",2,0.57,665.16,0.97
aarnert,N,7,"['aar', 'n', 'er', 't']",3,0.43,596.28,1.0
aarplag,N,7,"['aar', 'pla', 'g']",2,0.57,632.7,1.0
aarriens,N,8,"['aar', 'ri', 'ens']",2,0.62,621.05,1.0
aarschaans,N,10,"['aar', 'sch', 'a', 'ans']",3,0.6,661.54,1.0
aarschein,N,9,"['aar', 's', 'che', 'in']",3,0.56,634.5,1.0
aarsien,N,7,"['aar', 'si', 'en']",2,0.57,611.68,0.97
aarst,N,5,"['aar', 'st']",1,0.6,729.37,0.92
aarstands,N,9,"['aar', 'st', 'and', 's']",3,0.56,711.67,0.95
aartol,N,6,"['aar', 'to', 'l']",2,0.5,620.03,1.0
aarwel,N,6,"['aar', 'wel']",1,0.67,703.46,1.0
aarwouw,N,7,"['aar', 'w', 'ou', 'w']",3,0.43,633.72,1.0
aat,N,3,"['a', 'at']",1,0.33,704.59,1.0
aatslas,N,7,"['a', 'at', 's', 'las']",3,0.43,584.35,1.0
ab,N,2,['ab'],0,0.5,626.21,0.9
abant,N,5,"['ab', 'ant']",1,0.6,607.64,1.0
abbes,N,5,"['ab', 'b', 'es']",2,0.4,600.85,1.0
abdent,N,6,"['ab', 'd', 'ent']",2,0.5,654.71,0.97
abert,N,5,"['ab', 'er', 't']",2,0.4,643.87,1.0
abras,N,5,"['ab', 'r', 'as']",2,0.4,652.55,0.92
abree,N,5,"['ab', 're', 'e']",2,0.4,586.86,0.95
absald,N,6,"['ab', 's', 'al', 'd']",3,0.33,628.39,1.0
absept,N,6,"['ab', 'se', 'p', 't']",3,0.33,688.09,0.95
abstrelt,N,8,"['ab', 'st', 're', 'l', 't']",4,0.38,609.56,1.0
abte,N,4,"['ab', 'te']",1,0.5,734.35,0.74
achterds,N,8,"['ach', 'ter', 'd', 's']",3,0.5,752.47,1.0
achtjaan,N,8,"['a', 'cht', 'j', 'aan']",3,0.5,744.0,0.97
achts,N,5,"['ach', 'ts']",1,0.6,836.83,0.62
acool,N,5,"['ac', 'o', 'ol']",2,0.4,664.28,1.0
acteept,N,7,"['ac', 'te', 'ep', 't']",3,0.43,702.38,0.97
aden,N,4,"['ad', 'en']",1,0.5,672.87,1.0
adgent,N,6,"['ad', 'g', 'ent']",2,0.5,630.36,1.0
adhees,N,6,"['ad', 'he', 'es']",2,0.5,575.28,1.0
adim,N,4,"['ad', 'im']",1,0.5,547.87,1.0
adit,N,4,"['ad', 'it']",1,0.5,579.64,1.0
adooi,N,5,"['ado', 'o', 'i']",2,0.4,594.79,1.0
adrak,N,5,"['ad', 'ra', 'k']",2,0.4,601.28,1.0
adries,N,6,"['ad', 'ri', 'es']",2,0.5,693.78,0.97
aduus,N,5,"['ad', 'u', 'us']",2,0.4,600.36,0.95
adwel,N,5,"['ad', 'wel']",1,0.6,583.08,1.0
adzie,N,5,"['ad', 'z', 'ie']",2,0.4,575.54,1.0
aeik,N,4,"['a', 'e', 'ik']",2,0.25,562.31,1.0
afbinst,N,7,"['af', 'b', 'in', 'st']",3,0.43,627.59,1.0
afbrenk,N,7,"['af', 'br', 'en', 'k']",3,0.43,696.62,0.95
afdrijk,N,7,"['af', 'dr', 'ijk']",2,0.57,661.08,0.97
afdrook,N,7,"['af', 'd', 'ro', 'ok']",3,0.43,686.81,0.9
afes,N,4,"['af', 'es']",1,0.5,576.65,0.97
afgas,N,5,"['af', 'g', 'as']",2,0.4,772.74,0.87
afhoen,N,6,"['af', 'ho', 'en']",2,0.5,628.55,1.0
afhoer,N,6,"['af', 'ho', 'er']",2,0.5,685.88,0.92
afmoer,N,6,"['af', 'mo', 'er']",2,0.5,654.31,0.95
afmorst,N,7,"['af', 'mor', 'st']",2,0.57,648.33,0.9
afschef,N,7,"['af', 's', 'che', 'f']",3,0.43,706.43,0.9
aftacht,N,7,"['af', 'ta', 'cht']",2,0.57,677.84,0.95
aftad,N,5,"['af', 't', 'ad']",2,0.4,645.78,0.95
aftijn,N,6,"['af', 'ti', 'j', 'n']",3,0.33,620.82,1.0
afuun,N,5,"['af', 'u', 'un']",2,0.4,558.21,1.0
afwers,N,6,"['af', 'w', 'ers']",2,0.5,673.08,1.0
ag,N,2,['ag'],0,0.5,588.87,1.0
aghu,N,4,"['ag', 'hu']",1,0.5,536.41,1.0
aghu's,N,6,"['ag', 'hu', ""'"", 's']",3,0.33,560.44,1.0
agi,N,3,"['ag', 'i']",1,0.33,561.87,0.97
ahs,N,3,"['a', 'h', 's']",2,0.0,550.0,1.0
aillan,N,6,"['a', 'ill', 'an']",2,0.5,585.59,1.0
ain,N,3,"['a', 'in']",1,0.33,569.92,1.0
ak,N,2,['ak'],0,0.5,639.78,0.95
ake,N,3,"['a', 'ke']",1,0.33,612.61,0.97
akhums,N,6,"['ak', 'hu', 'm', 's']",3,0.33,583.44,1.0
akind,N,5,"['ak', 'ind']",1,0.6,563.89,1.0
akkeeld,N,7,"['ak', 'ke', 'el', 'd']",3,0.43,594.95,1.0
akkent,N,6,"['ak', 'k', 'ent']",2,0.5,620.95,0.97
akloop,N,6,"['ak', 'lo', 'op']",2,0.5,609.03,1.0
akse,N,4,"['ak', 'se']",1,0.5,638.44,1.0
akter,N,5,"['ak', 'ter']",1,0.6,697.32,0.92
akwal,N,5,"['ak', 'w', 'al']",2,0.4,576.24,0.97
alars,N,5,"['al', 'ar', 's']",2,0.4,634.65,0.95
albecht,N,7,"['al', 'be', 'cht']",2,0.57,648.26,0.97
alde,N,4,"['al', 'de']",1,0.5,572.21,1.0
aldenkt,N,7,"['al', 'den', 'k', 't']",3,0.43,659.87,1.0
alders,N,6,"['al', 'der', 's']",2,0.5,661.03,1.0
aldes,N,5,"['al', 'des']",1,0.6,594.66,0.97
aleem,N,5,"['ale', 'em']",1,0.6,550.95,0.97
alerf,N,5,"['al', 'er', 'f']",2,0.4,633.87,1.0
alfaar,N,6,"['al', 'f', 'aar']",2,0.5,668.39,0.97
alfjaar,N,7,"['al', 'f', 'j', 'aar']",3,0.43,730.95,1.0
algang,N,6,"['al', 'g', 'ang']",2,0.5,641.32,0.9
algel,N,5,"['al', 'gel']",1,0.6,600.37,1.0
algoei,N,6,"['al', 'go', 'e', 'i']",3,0.33,591.84,0.97
alhom,N,5,"['al', 'h', 'om']",2,0.4,611.18,1.0
almeid,N,6,"['al', 'me', 'id']",2,0.5,614.39,1.0
almes,N,5,"['al', 'mes']",1,0.6,624.59,1.0
alteems,N,7,"['al', 'te', 'em', 's']",3,0.43,640.55,0.97
altisch,N,7,"['al', 't', 'is', 'ch']",3,0.43,726.17,0.92
alvang,N,6,"['al', 'van', 'g']",2,0.5,702.24,0.97
alve,N,4,"['al', 've']",1,0.5,600.18,1.0
alvier,N,6,"['al', 'vi', 'er']",2,0.5,693.83,0.97
ambtaan,N,7,"['am', 'b', 'ta', 'an']",3,0.43,756.38,1.0
ame,N,3,['ame'],0,0.67,695.44,0.95
amfer,N,5,"['am', 'fer']",1,0.6,615.53,0.92
amliep,N,6,"['am', 'li', 'ep']",2,0.5,616.22,0.95
amme,N,4,"['am', 'me']",1,0.5,618.56,1.0
ammer,N,5,"['am', 'mer']",1,0.6,621.11,0.92
amnaan,N,6,"['am', 'na', 'an']",2,0.5,661.33,1.0
amoen,N,5,"['am', 'o', 'en']",2,0.4,562.97,1.0
ampkrag,N,7,"['am', 'p', 'k', 'ra', 'g']",4,0.29,583.59,1.0
ampkrig,N,7,"['am', 'p', 'k', 'ri', 'g']",4,0.29,667.19,1.0
amplaas,N,7,"['am', 'pla', 'as']",2,0.57,632.15,1.0
ampland,N,7,"['am', 'pl', 'and']",2,0.57,587.74,0.97
amret,N,5,"['am', 're', 't']",2,0.4,554.26,1.0
ams,N,3,"['am', 's']",1,0.33,600.85,1.0
amschaak,N,8,"['am', 'sch', 'a', 'ak']",3,0.5,646.32,1.0
amslaan,N,7,"['am', 's', 'la', 'an']",3,0.43,704.92,0.97
amstuk,N,6,"['am', 'st', 'u', 'k']",3,0.33,718.26,1.0
amtrand,N,7,"['am', 'tr', 'and']",2,0.57,624.1,1.0
amvocht,N,7,"['am', 'vo', 'cht']",2,0.57,610.62,1.0
anam,N,4,"['an', 'am']",1,0.5,584.54,1.0
anda,N,4,"['and', 'a']",1,0.5,591.95,1.0
andang,N,6,"['and', 'ang']",1,0.67,596.74,1.0
andicht,N,7,"['an', 'di', 'cht']",2,0.57,585.74,1.0
andooi,N,6,"['and', 'oo', 'i']",2,0.5,590.79,1.0
andos,N,5,"['and', 'os']",1,0.6,562.9,1.0
anen,N,4,"['an', 'en']",1,0.5,626.58,0.97
anghoord,N,8,"['ang', 'ho', 'ord']",2,0.62,633.21,1.0
anghoordt,N,9,"['ang', 'ho', 'ord', 't']",3,0.56,638.79,1.0
angrans,N,7,"['an', 'gr', 'ans']",2,0.57,613.73,1.0
angstzwaam,N,10,"['ang', 'st', 'z', 'w', 'a', 'am']",5,0.4,825.43,0.92
angszee,N,7,"['ang', 's', 'ze', 'e']",3,0.43,632.7,1.0
angt,N,4,"['ang', 't']",1,0.5,784.5,0.36
annast,N,6,"['ann', 'as', 't']",2,0.5,584.46,1.0
annue,N,5,"['ann', 'ue']",1,0.6,670.65,1.0
anpo,N,4,"['an', 'po']",1,0.5,560.79,1.0
anre,N,4,"['an', 're']",1,0.5,577.33,1.0
anren,N,5,"['an', 'ren']",1,0.6,595.74,1.0
ansels,N,6,"['ans', 'el', 's']",2,0.5,594.97,1.0
antrog,N,6,"['an', 'tro', 'g']",2,0.5,551.59,0.97
antsteel,N,8,"['ant', 'ste', 'el']",2,0.62,604.73,0.97
anveen,N,6,"['an', 've', 'en']",2,0.5,588.95,0.97
anver,N,5,"['an', 'ver']",1,0.6,612.29,1.0
anwaar,N,6,"['an', 'waar']",1,0.67,634.74,1.0
anwin,N,5,"['an', 'w', 'in']",2,0.4,595.32,0.97
anzecht,N,7,"['an', 'ze', 'cht']",2,0.57,615.66,1.0
anzert,N,6,"['an', 'z', 'er', 't']",3,0.33,623.21,1.0
anzucht,N,7,"['an', 'z', 'u', 'cht']",3,0.43,697.54,0.97
ap,N,2,['ap'],0,0.5,639.73,0.95
apaan,N,5,"['a', 'pa', 'an']",2,0.4,582.32,1.0
apel,N,4,"['ap', 'el']",1,0.5,713.93,0.74
apers,N,5,"['a', 'per', 's']",2,0.4,663.94,0.92
apgels,N,6,"['ap', 'gel', 's']",2,0.5,603.43,0.97
apneet,N,6,"['ap', 'ne', 'et']",2,0.5,590.79,1.0
apos,N,4,"['ap', 'os']",1,0.5,591.7,0.97
appen,N,5,"['ap', 'pen']",1,0.6,655.63,0.95
appes,N,5,"['ap', 'p', 'es']",2,0.4,628.28,1.0
appis,N,5,"['ap', 'p', 'is']",2,0.4,574.23,1.0
aps,N,3,"['ap', 's']",1,0.33,583.0,0.95
apteer,N,6,"['ap', 'te', 'er']",2,0.5,632.0,1.0
aptiem,N,6,"['ap', 'ti', 'em']",2,0.5,616.18,1.0
ard,N,3,['ard'],0,0.67,570.33,1.0
ardaak,N,6,"['ar', 'da', 'ak']",2,0.5,570.95,0.97
arder,N,5,"['ar', 'der']",1,0.6,653.89,1.0
ardeur,N,6,"['ar', 'de', 'ur']",2,0.5,596.75,1.0
ardog,N,5,"['ar', 'do', 'g']",2,0.4,599.5,1.0
arf,N,3,"['ar', 'f']",1,0.33,629.5,1.0
arkee,N,5,"['ar', 'ke', 'e']",2,0.4,589.77,1.0
arkweef,N,7,"['ar', 'k', 'we', 'ef']",3,0.43,598.08,1.0
armers,N,6,"['ar', 'm', 'ers']",2,0.5,855.54,0.74
arnast,N,6,"['ar', 'n', 'as', 't']",3,0.33,622.33,1.0
arnient,N,7,"['ar', 'ni', 'ent']",2,0.57,598.58,1.0
arrijd,N,6,"['ar', 'rij', 'd']",2,0.5,594.13,0.97
arschrift,N,9,"['ar', 'sch', 'ri', 'f', 't']",4,0.44,630.47,0.97
arschrikt,N,9,"['ar', 'sch', 'ri', 'k', 't']",4,0.44,673.71,1.0
arsel,N,5,"['ar', 's', 'el']",2,0.4,651.55,1.0
arsels,N,6,"['ar', 's', 'el', 's']",3,0.33,625.92,0.95
arsen,N,5,"['ar', 'sen']",1,0.6,670.26,0.95
arslag,N,6,"['ar', 's', 'la', 'g']",3,0.33,634.46,1.0
artij,N,5,"['ar', 'ti', 'j']",2,0.4,627.33,1.0
artocht,N,7,"['ar', 'to', 'cht']",2,0.57,675.39,0.97
arvaar,N,6,"['ar', 'va', 'ar']",2,0.5,626.5,0.97
arweg,N,5,"['ar', 'we', 'g']",2,0.4,588.54,0.97
arwies,N,6,"['ar', 'w', 'i', 'es']",3,0.33,579.36,0.97
arza,N,4,"['ar', 'za']",1,0.5,559.92,1.0
arzie,N,5,"['ar', 'z', 'ie']",2,0.4,584.33,1.0
asca's,N,6,"['as', 'ca', ""'"", 's']",3,0.33,614.11,1.0
asen,N,4,"['as', 'en']",1,0.5,730.21,0.92
asfonk,N,6,"['as', 'f', 'on', 'k']",3,0.33,635.74,0.97
asgaan,N,6,"['as', 'ga', 'an']",2,0.5,619.61,1.0
asgroef,N,7,"['as', 'gr', 'o', 'ef']",3,0.43,609.6,1.0
asha,N,4,"['as', 'ha']",1,0.5,640.43,0.95
ashaar,N,6,"['as', 'ha', 'ar']",2,0.5,641.54,1.0
asho,N,4,"['as', 'ho']",1,0.5,548.46,1.0
askad,N,5,"['as', 'k', 'ad']",2,0.4,560.92,1.0
asker,N,5,"['as', 'k', 'er']",2,0.4,708.97,0.97
askers,N,6,"['as', 'k', 'ers']",2,0.5,679.47,0.92
asleer,N,6,"['as', 'le', 'er']",2,0.5,648.38,0.97
asmars,N,6,"['as', 'mar', 's']",2,0.5,615.03,1.0
asnact,N,6,"['as', 'n', 'ac', 't']",3,0.33,615.62,1.0
asser,N,5,"['as', 'ser']",1,0.6,624.14,0.95
assiek,N,6,"['as', 's', 'ie', 'k']",3,0.33,660.19,1.0
asstel,N,6,"['as', 'ste', 'l']",2,0.5,677.92,1.0
astee,N,5,"['as', 'te', 'e']",2,0.4,581.23,1.0
asts,N,4,"['as', 'ts']",1,0.5,626.1,1.0
asuun,N,5,"['as', 'u', 'un']",2,0.4,587.23,1.0
ate,N,3,"['a', 'te']",1,0.33,607.32,1.0
atel,N,4,"['a', 'te', 'l']",2,0.25,597.62,0.97
atens,N,5,"['at', 'ens']",1,0.6,629.9,1.0
atert,N,5,"['at', 'er', 't']",2,0.4,631.41,1.0
atgal,N,5,"['at', 'g', 'al']",2,0.4,554.08,0.97
aths,N,4,"['at', 'h', 's']",2,0.25,550.42,0.97
atkang,N,6,"['at', 'k', 'ang']",2,0.5,581.3,1.0
atrim,N,5,"['at', 'r', 'im']",2,0.4,623.95,1.0
atroer,N,6,"['at', 'ro', 'er']",2,0.5,565.82,0.97
atroop,N,6,"['at', 'ro', 'op']",2,0.5,615.08,0.97
ats,N,3,"['at', 's']",1,0.33,620.79,0.97
atslond,N,7,"['at', 's', 'l', 'ond']",3,0.43,601.97,0.97
atter,N,5,"['at', 'ter']",1,0.6,636.42,0.97
atzas,N,5,"['at', 'z', 'as']",2,0.4,589.55,1.0
aulaars,N,7,"['au', 'la', 'ar', 's']",3,0.43,604.59,1.0
auleer,N,6,"['au', 'le', 'er']",2,0.5,644.97,0.97
aupurg,N,6,"['au', 'p', 'ur', 'g']",3,0.33,561.34,1.0
aurast,N,6,"['a', 'ur', 'as', 't']",3,0.33,639.47,1.0
avels,N,5,"['a', 'vel', 's']",2,0.4,594.53,1.0
aven,N,4,"['a', 'ven']",1,0.5,628.68,0.95
averst,N,6,"['a', 'ver', 'st']",2,0.5,668.36,0.97
avinst,N,6,"['a', 'v', 'in', 'st']",3,0.33,576.36,1.0
ax,N,2,"['a', 'x']",1,0.0,586.0,0.92
azems,N,5,"['a', 'z', 'em', 's']",3,0.2,630.13,0.97
azzes,N,5,"['a', 'z', 'z', 'es']",3,0.2,567.69,1.0
ba's,N,4,"['ba', ""'"", 's']",2,0.25,649.29,1.0
baadgaard,N,9,"['ba', 'ad', 'ga', 'ard']",3,0.56,722.79,0.97
baadstronk,N,10,"['ba', 'ad', 'str', 'on', 'k']",4,0.5,727.83,0.97
baadwerk,N,8,"['ba', 'ad', 'wer', 'k']",3,0.5,710.69,1.0
baaf,N,4,"['ba', 'af']",1,0.5,689.67,0.87
baag,N,4,"['ba', 'ag']",1,0.5,643.64,1.0
baagt,N,5,"['ba', 'ag', 't']",2,0.4,633.84,1.0
baaiend,N,7,"['ba', 'a', 'i', 'end']",3,0.43,798.0,0.77
baakschap,N,9,"['ba', 'ak', 'sch', 'ap']",3,0.56,687.05,0.97
baam,N,4,"['ba', 'am']",1,0.5,693.72,0.95
baamde,N,6,"['ba', 'am', 'de']",2,0.5,721.7,0.82
baamgriep,N,9,"['ba', 'am', 'gr', 'ie', 'p']",4,0.44,649.78,0.97
baap,N,4,"['ba', 'ap']",1,0.5,586.18,0.97
baarsen,N,7,"['b', 'aar', 'sen']",2,0.57,775.04,0.69
baarsten,N,8,"['b', 'aar', 'st', 'en']",3,0.5,825.97,0.95
baartlui,N,8,"['b', 'aar', 't', 'lu', 'i']",4,0.38,693.81,1.0
baastman,N,8,"['ba', 'as', 't', 'man']",3,0.5,708.47,1.0
baatmerg,N,8,"['ba', 'at', 'mer', 'g']",3,0.5,671.28,1.0
bab,N,3,"['b', 'ab']",1,0.33,651.86,0.97
bacht,N,5,"['ba', 'cht']",1,0.6,778.61,0.92
bachten,N,7,"['ba', 'ch', 'ten']",2,0.57,712.97,0.92
bachter,N,7,"['ba', 'ch', 'ter']",2,0.57,658.0,0.95
bachtjes,N,8,"['ba', 'cht', 'j', 'es']",3,0.5,674.62,1.0
bachtte,N,7,"['ba', 'cht', 'te']",2,0.57,731.11,0.9
bachtten,N,8,"['ba', 'cht', 'ten']",2,0.62,720.91,0.92
bactris,N,7,"['b', 'ac', 'tr', 'is']",3,0.43,652.13,1.0
badgad,N,6,"['b', 'ad', 'g', 'ad']",3,0.33,718.39,0.9
badhots,N,7,"['b', 'ad', 'ho', 'ts']",3,0.43,654.32,0.97
badsen,N,6,"['b', 'ad', 'sen']",2,0.5,666.84,1.0
badses,N,6,"['b', 'ad', 'ses']",2,0.5,611.56,1.0
badstaard,N,9,"['b', 'ad', 'sta', 'ard']",3,0.56,855.54,0.82
badu,N,4,"['b', 'ad', 'u']",2,0.25,596.54,1.0
badwiep,N,7,"['b', 'ad', 'w', 'ie', 'p']",4,0.29,665.15,1.0
baf,N,3,"['b', 'af']",1,0.33,724.12,0.82
bafdoe,N,6,"['b', 'af', 'do', 'e']",3,0.33,607.59,1.0
bafel,N,5,"['b', 'af', 'el']",2,0.4,627.82,0.97
bafin,N,5,"['b', 'af', 'in']",2,0.4,615.26,1.0
bafjes,N,6,"['b', 'af', 'j', 'es']",3,0.33,705.44,0.95
bafrand,N,7,"['ba', 'fr', 'and']",2,0.57,605.49,0.97
baft,N,4,"['b', 'af', 't']",2,0.25,705.6,0.92
bagden,N,6,"['b', 'ag', 'den']",2,0.5,632.7,1.0
bagen,N,5,"['ba', 'gen']",1,0.6,701.47,0.97
bagjus,N,6,"['b', 'ag', 'j', 'us']",3,0.33,617.44,1.0
bai,N,3,"['ba', 'i']",1,0.33,601.59,1.0
baims,N,5,"['ba', 'im', 's']",2,0.4,588.55,0.97
bair,N,4,"['ba', 'ir']",1,0.5,662.2,0.92
bakhoed,N,7,"['b', 'ak', 'ho', 'ed']",3,0.43,713.82,0.87
bakke,N,5,"['b', 'ak', 'ke']",2,0.4,704.49,0.92
bakmuits,N,8,"['b', 'ak', 'm', 'uit', 's']",4,0.38,731.14,1.0
bakmuw,N,6,"['b', 'ak', 'mu', 'w']",3,0.33,598.55,1.0
bakstel,N,7,"['b', 'ak', 'ste', 'l']",3,0.43,701.67,0.72
bakstels,N,8,"['b', 'ak', 'ste', 'l', 's']",4,0.38,781.7,0.87
bakwerk,N,7,"['b', 'ak', 'wer', 'k']",3,0.43,736.31,0.38
baldet,N,6,"['b', 'al', 'de', 't']",3,0.33,679.05,1.0
baldien,N,7,"['b', 'al', 'di', 'en']",3,0.43,638.61,1.0
baldin,N,6,"['b', 'al', 'd', 'in']",3,0.33,671.79,1.0
balept,N,6,"['b', 'ale', 'p', 't']",3,0.33,607.16,1.0
balfuwt,N,7,"['b', 'al', 'f', 'u', 'w', 't']",5,0.14,612.26,1.0
balgert,N,7,"['b', 'al', 'ger', 't']",3,0.43,605.41,0.97
balget,N,6,"['b', 'al', 'get']",2,0.5,626.26,1.0
balig,N,5,"['b', 'al', 'ig']",2,0.4,774.77,0.82
balik,N,5,"['b', 'ali', 'k']",2,0.4,566.5,0.97
balin,N,5,"['b', 'al', 'in']",2,0.4,639.17,0.92
balla,N,5,"['b', 'al', 'la']",2,0.4,645.71,1.0
balle,N,5,"['b', 'alle']",1,0.6,750.27,0.85
ballpicks,N,9,"['b', 'all', 'p', 'ic', 'k', 's']",5,0.33,638.58,1.0
balme,N,5,"['b', 'al', 'me']",2,0.4,602.21,0.97
balven,N,6,"['b', 'al', 'ven']",2,0.5,589.95,1.0
bam,N,3,"['b', 'am']",1,0.33,698.37,0.74
bamaat,N,6,"['b', 'am', 'a', 'at']",3,0.33,611.84,1.0
bamdees,N,7,"['b', 'am', 'de', 'es']",3,0.43,605.42,1.0
bamen,N,5,"['b', 'am', 'en']",2,0.4,685.11,0.97
bamier,N,6,"['b', 'am', 'i', 'er']",3,0.33,651.82,1.0
bammen,N,6,"['b', 'am', 'men']",2,0.5,696.47,0.95
bamp,N,4,"['b', 'am', 'p']",2,0.25,564.46,1.0
bamser,N,6,"['b', 'am', 'ser']",2,0.5,607.79,1.0
bamweg,N,6,"['b', 'am', 'we', 'g']",3,0.33,618.3,0.95
banbons,N,7,"['b', 'an', 'b', 'ons']",3,0.43,704.68,0.97
bancon,N,6,"['b', 'an', 'con']",2,0.5,771.68,0.72
bandins,N,7,"['b', 'and', 'ins']",2,0.57,636.87,1.0
baneer,N,6,"['b', 'an', 'e', 'er']",3,0.33,627.51,1.0
banjaar,N,7,"['b', 'an', 'j', 'aar']",3,0.43,648.57,0.9
bankeert,N,8,"['b', 'an', 'ke', 'er', 't']",4,0.38,764.03,0.87
bankhaaf,N,8,"['b', 'an', 'k', 'ha', 'af']",4,0.38,676.81,0.97
bankrein,N,8,"['b', 'an', 'k', 're', 'in']",4,0.38,731.58,0.97
bannens,N,7,"['b', 'ann', 'ens']",2,0.57,642.94,0.95
bannons,N,7,"['b', 'ann', 'ons']",2,0.57,668.17,0.95
banon,N,5,"['b', 'an', 'on']",2,0.4,734.71,0.79
bans,N,4,"['b', 'ans']",1,0.5,717.22,0.97
banze,N,5,"['b', 'an', 'ze']",2,0.4,593.79,1.0
bap,N,3,"['b', 'ap']",1,0.33,639.86,0.92
bapen,N,5,"['b', 'ap', 'en']",2,0.4,609.84,0.97
bapje,N,5,"['b', 'ap', 'je']",2,0.4,650.74,1.0
bapjes,N,6,"['b', 'ap', 'j', 'es']",3,0.33,634.37,0.97
bappen,N,6,"['b', 'ap', 'pen']",2,0.5,632.18,0.97
bapte,N,5,"['b', 'ap', 'te']",2,0.4,615.03,1.0
bardjas,N,7,"['b', 'ard', 'j', 'as']",3,0.43,720.09,0.92
bargaart,N,8,"['b', 'ar', 'ga', 'art']",3,0.5,638.68,1.0
bargdall,N,8,"['b', 'ar', 'g', 'd', 'all']",4,0.38,600.76,0.97
barhoord,N,8,"['b', 'ar', 'ho', 'ord']",3,0.5,657.03,1.0
barin,N,5,"['b', 'ar', 'in']",2,0.4,755.07,0.79
barkje,N,6,"['b', 'ar', 'k', 'je']",3,0.33,673.83,0.95
barkjes,N,7,"['b', 'ar', 'k', 'j', 'es']",4,0.29,697.71,0.92
barmde,N,6,"['b', 'ar', 'm', 'de']",3,0.33,667.37,0.9
barsen,N,6,"['b', 'ar', 'sen']",2,0.5,779.62,0.72
barte,N,5,"['b', 'ar', 'te']",2,0.4,666.13,0.97
barten,N,6,"['b', 'ar', 'ten']",2,0.5,705.28,0.95
bartjes,N,7,"['b', 'art', 'j', 'es']",3,0.43,730.06,0.92
barts,N,5,"['b', 'ar', 'ts']",2,0.4,660.56,0.9
