Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
a/c,N,3,"['a', '/', 'c']",2,0.0,668.04,0.77
aband,N,5,"['ab', '##and']",1,0.6,706.5,0.92
abayed,N,6,"['ab', '##ay', '##ed']",2,0.5,689.94,0.87
abbear,N,6,"['ab', '##b', '##ear']",2,0.5,560.58,0.95
abbears,N,7,"['ab', '##b', '##ear', '##s']",3,0.43,611.41,0.98
abbens,N,6,"['ab', '##b', '##ens']",2,0.5,598.29,1.0
abchaim,N,7,"['ab', '##ch', '##a', '##im']",3,0.43,591.76,1.0
abects,N,6,"['ab', '##ect', '##s']",2,0.5,635.21,0.98
abeme,N,5,"['ab', '##em', '##e']",2,0.4,591.06,0.95
abents,N,6,"['ab', '##ents']",1,0.67,690.26,0.98
abests,N,6,"['ab', '##est', '##s']",2,0.5,640.55,0.89
abik,N,4,"['ab', '##ik']",1,0.5,518.63,1.0
ablobs,N,6,"['ab', '##l', '##ob', '##s']",3,0.33,585.68,1.0
abme,N,4,"['ab', '##m', '##e']",2,0.25,532.0,1.0
abne,N,4,"['ab', '##n', '##e']",2,0.25,559.13,0.98
abone,N,5,"['ab', '##one']",1,0.6,702.03,0.87
abones,N,6,"['ab', '##one', '##s']",2,0.5,666.15,0.95
abow,N,4,"['ab', '##ow']",1,0.5,699.42,0.89
abran,N,5,"['ab', '##ra', '##n']",2,0.4,579.66,1.0
abrass,N,6,"['ab', '##ra', '##s', '##s']",3,0.33,660.74,0.92
abrast,N,6,"['ab', '##ra', '##st']",2,0.5,677.92,0.92
abre,N,4,"['ab', '##re']",1,0.5,671.21,1.0
abreeves,N,8,"['ab', '##ree', '##ve', '##s']",3,0.5,666.39,0.8
abroths,N,7,"['ab', '##ro', '##th', '##s']",3,0.43,606.58,0.98
abrush,N,6,"['ab', '##ru', '##s', '##h']",3,0.33,746.56,0.74
abscrict,N,8,"['ab', '##s', '##c', '##r', '##ict']",4,0.38,771.29,0.97
abscue,N,6,"['ab', '##s', '##c', '##ue']",3,0.33,717.69,0.79
abscued,N,7,"['ab', '##s', '##c', '##ue', '##d']",4,0.29,795.59,0.9
abscusts,N,8,"['ab', '##s', '##c', '##ust', '##s']",4,0.38,663.85,0.92
absians,N,7,"['ab', '##s', '##ian', '##s']",3,0.43,697.26,0.92
absidge,N,7,"['ab', '##s', '##id', '##ge']",3,0.43,633.26,1.0
absigned,N,8,"['ab', '##s', '##ign', '##ed']",3,0.5,722.43,0.79
absincts,N,8,"['ab', '##s', '##in', '##ct', '##s']",4,0.38,732.5,0.7
absipsed,N,8,"['ab', '##s', '##ip', '##se', '##d']",4,0.38,567.32,0.97
absirl,N,6,"['ab', '##s', '##ir', '##l']",3,0.33,571.71,0.98
abslete,N,7,"['ab', '##s', '##le', '##t', '##e']",4,0.29,671.5,0.85
absletes,N,8,"['ab', '##s', '##le', '##t', '##es']",4,0.38,648.28,0.98
absord,N,6,"['ab', '##so', '##r', '##d']",3,0.33,777.93,0.79
absords,N,7,"['ab', '##so', '##r', '##d', '##s']",4,0.29,893.5,0.66
absost,N,6,"['ab', '##so', '##st']",2,0.5,689.86,0.97
absosts,N,7,"['ab', '##so', '##st', '##s']",3,0.43,612.73,1.0
absount,N,7,"['ab', '##so', '##un', '##t']",3,0.43,662.05,0.98
absounts,N,8,"['ab', '##so', '##un', '##t', '##s']",4,0.38,741.0,0.98
abstrade,N,8,"['ab', '##st', '##ra', '##d', '##e']",4,0.38,733.34,0.95
abstrides,N,9,"['ab', '##st', '##r', '##ide', '##s']",4,0.44,749.09,0.85
abstuened,N,9,"['ab', '##st', '##ue', '##n', '##ed']",4,0.44,652.59,1.0
abstuent,N,8,"['ab', '##st', '##ue', '##nt']",3,0.5,701.29,0.92
absuse,N,6,"['ab', '##s', '##us', '##e']",3,0.33,838.12,0.45
absused,N,7,"['ab', '##s', '##us', '##ed']",3,0.43,937.69,0.34
abud,N,4,"['ab', '##ud']",1,0.5,630.39,1.0
abusts,N,6,"['ab', '##ust', '##s']",2,0.5,706.24,0.85
abvid,N,5,"['ab', '##v', '##id']",2,0.4,604.72,1.0
abwipt,N,6,"['ab', '##w', '##ip', '##t']",3,0.33,539.98,1.0
acaned,N,6,"['ac', '##an', '##ed']",2,0.5,585.1,0.98
acax,N,4,"['ac', '##a', '##x']",2,0.25,516.16,1.0
accar,N,5,"['acc', '##ar']",1,0.6,635.34,0.98
accars,N,6,"['acc', '##ar', '##s']",2,0.5,583.26,0.95
acclo,N,5,"['acc', '##l', '##o']",2,0.4,581.68,1.0
accrieve,N,8,"['acc', '##r', '##ie', '##ve']",3,0.5,637.29,0.92
accrieved,N,9,"['acc', '##r', '##ie', '##ve', '##d']",4,0.44,680.18,0.88
accrond,N,7,"['acc', '##ro', '##nd']",2,0.57,632.47,0.98
accubes,N,7,"['acc', '##ub', '##es']",2,0.57,589.63,0.95
accult,N,6,"['acc', '##ult']",1,0.67,808.74,0.74
accune,N,6,"['acc', '##un', '##e']",2,0.5,726.62,1.0
accurd,N,6,"['acc', '##ur', '##d']",2,0.5,667.48,0.82
accures,N,7,"['acc', '##ure', '##s']",2,0.57,806.89,0.53
accusts,N,7,"['acc', '##ust', '##s']",2,0.57,701.68,0.88
aced,N,4,"['ac', '##ed']",1,0.5,515.0,0.03
achens,N,6,"['ac', '##he', '##n', '##s']",3,0.33,662.46,0.95
achms,N,5,"['ac', '##h', '##m', '##s']",3,0.2,585.37,1.0
achop,N,5,"['ac', '##h', '##op']",2,0.4,585.39,0.95
aciss,N,5,"['ac', '##is', '##s']",2,0.4,574.51,1.0
acive,N,5,"['ac', '##ive']",1,0.6,636.42,0.95
acks,N,4,"['ac', '##ks']",1,0.5,597.64,1.0
acloot,N,6,"['ac', '##l', '##o', '##ot']",3,0.33,534.54,0.97
acnant,N,6,"['ac', '##n', '##ant']",2,0.5,544.28,1.0
acone,N,5,"['ac', '##one']",1,0.6,661.72,0.97
acorked,N,7,"['ac', '##or', '##k', '##ed']",3,0.43,602.74,0.97
acqure,N,6,"['ac', '##qu', '##re']",2,0.5,797.73,0.89
acqured,N,7,"['ac', '##qu', '##re', '##d']",3,0.43,833.72,0.89
acreds,N,6,"['ac', '##re', '##d', '##s']",3,0.33,631.29,0.97
acruist,N,7,"['ac', '##ru', '##ist']",2,0.57,643.45,0.98
acsuakes,N,8,"['ac', '##s', '##u', '##ake', '##s']",4,0.38,582.64,1.0
acter,N,5,"['act', '##er']",1,0.6,821.9,0.5
acters,N,6,"['act', '##ers']",1,0.67,787.91,0.6
actot,N,5,"['act', '##ot']",1,0.6,610.97,0.95
acung,N,5,"['ac', '##un', '##g']",2,0.4,563.81,1.0
adaints,N,7,"['ad', '##ain', '##t', '##s']",3,0.43,642.22,1.0
adbells,N,7,"['ad', '##b', '##ell', '##s']",3,0.43,574.81,0.98
adbly,N,5,"['ad', '##b', '##ly']",2,0.4,607.84,1.0
adbries,N,7,"['ad', '##b', '##r', '##ies']",3,0.43,602.46,1.0
adbu,N,4,"['ad', '##b', '##u']",2,0.25,541.92,1.0
adbys,N,5,"['ad', '##b', '##y', '##s']",3,0.2,541.7,0.97
adcorb,N,6,"['ad', '##c', '##or', '##b']",3,0.33,609.51,1.0
adcorbs,N,7,"['ad', '##c', '##or', '##b', '##s']",4,0.29,607.72,1.0
adcorts,N,7,"['ad', '##c', '##ort', '##s']",3,0.43,604.78,0.98
addal,N,5,"['add', '##al']",1,0.6,591.97,1.0
addaled,N,7,"['add', '##al', '##ed']",2,0.57,671.53,0.98
addave,N,6,"['add', '##av', '##e']",2,0.5,599.15,1.0
adday,N,5,"['add', '##ay']",1,0.6,635.06,0.92
addeared,N,8,"['add', '##ear', '##ed']",2,0.62,658.59,0.78
addend,N,6,"['add', '##end']",1,0.67,680.94,0.92
addends,N,7,"['add', '##end', '##s']",2,0.57,666.84,0.84
addralt,N,7,"['add', '##ra', '##l', '##t']",3,0.43,620.76,1.0
addre,N,5,"['add', '##re']",1,0.6,556.22,1.0
addume,N,6,"['add', '##um', '##e']",2,0.5,627.68,1.0
addunds,N,7,"['add', '##un', '##d', '##s']",3,0.43,634.16,0.97
addured,N,7,"['add', '##ure', '##d']",2,0.57,688.17,0.82
addushed,N,8,"['add', '##us', '##he', '##d']",3,0.5,659.53,1.0
adeen,N,5,"['ad', '##e', '##en']",2,0.4,636.42,1.0
adfle,N,5,"['ad', '##f', '##le']",2,0.4,525.95,1.0
adfler,N,6,"['ad', '##f', '##le', '##r']",3,0.33,567.05,1.0
adfles,N,6,"['ad', '##f', '##le', '##s']",3,0.33,564.0,1.0
adhands,N,7,"['ad', '##h', '##and', '##s']",3,0.43,634.51,0.98
adhirds,N,7,"['ad', '##h', '##ir', '##d', '##s']",4,0.29,680.45,0.98
adhist,N,6,"['ad', '##h', '##ist']",2,0.5,670.28,0.98
adiffs,N,6,"['ad', '##if', '##f', '##s']",3,0.33,558.92,1.0
adle,N,4,"['ad', '##le']",1,0.5,710.69,0.7
adlears,N,7,"['ad', '##le', '##ar', '##s']",3,0.43,622.74,1.0
adleys,N,6,"['ad', '##le', '##y', '##s']",3,0.33,609.58,1.0
adloss,N,6,"['ad', '##l', '##oss']",2,0.5,591.3,1.0
adly,N,4,"['ad', '##ly']",1,0.5,650.5,0.98
admar,N,5,"['ad', '##m', '##ar']",2,0.4,562.56,1.0
admueurs,N,8,"['ad', '##m', '##ue', '##ur', '##s']",4,0.38,600.62,1.0
admuffs,N,7,"['ad', '##m', '##u', '##ff', '##s']",4,0.29,679.13,1.0
admugned,N,8,"['ad', '##m', '##u', '##g', '##n', '##ed']",5,0.25,648.45,1.0
admunds,N,7,"['ad', '##m', '##un', '##d', '##s']",4,0.29,661.49,0.98
admurst,N,7,"['ad', '##m', '##ur', '##st']",3,0.43,655.3,1.0
adom,N,4,"['ad', '##om']",1,0.5,615.21,0.95
adsen,N,5,"['ad', '##se', '##n']",2,0.4,585.54,1.0
adstied,N,7,"['ad', '##st', '##ied']",2,0.57,694.92,1.0
adter,N,5,"['ad', '##ter']",1,0.6,565.84,1.0
advioned,N,8,"['ad', '##v', '##ion', '##ed']",3,0.5,661.86,1.0
adwocked,N,8,"['ad', '##w', '##ock', '##ed']",3,0.5,606.15,1.0
adwoke,N,6,"['ad', '##w', '##ok', '##e']",3,0.33,600.27,0.97
adwolds,N,7,"['ad', '##w', '##ol', '##d', '##s']",4,0.29,617.05,1.0
adwosks,N,7,"['ad', '##w', '##os', '##ks']",3,0.43,582.67,1.0
adwouched,N,9,"['ad', '##w', '##ou', '##ch', '##ed']",4,0.44,632.37,1.0
adwourts,N,8,"['ad', '##w', '##our', '##t', '##s']",4,0.38,608.76,1.0
aecher,N,6,"['a', '##ec', '##her']",2,0.5,555.28,1.0
aekom,N,5,"['a', '##e', '##k', '##om']",3,0.2,560.42,1.0
aertion,N,7,"['a', '##er', '##t', '##ion']",3,0.43,581.34,0.97
aesful,N,6,"['a', '##es', '##f', '##ul']",3,0.33,559.23,0.98
afalt,N,5,"['a', '##f', '##al', '##t']",3,0.2,558.3,1.0
afas,N,4,"['a', '##f', '##as']",2,0.25,561.63,1.0
afed,N,4,"['a', '##f', '##ed']",2,0.25,564.97,1.0
afel,N,4,"['a', '##f', '##el']",2,0.25,537.61,0.97
afept,N,5,"['a', '##f', '##ep', '##t']",3,0.2,562.97,0.98
afepts,N,6,"['a', '##f', '##ep', '##t', '##s']",4,0.17,539.28,1.0
aferes,N,6,"['a', '##f', '##ere', '##s']",3,0.33,535.23,0.98
aferned,N,7,"['a', '##f', '##er', '##n', '##ed']",4,0.29,647.56,0.98
afes,N,4,"['a', '##f', '##es']",2,0.25,561.44,1.0
affeal,N,6,"['a', '##ff', '##e', '##al']",3,0.33,664.11,0.92
affecks,N,7,"['a', '##ff', '##ec', '##ks']",3,0.43,721.91,0.87
affelts,N,7,"['a', '##ff', '##el', '##t', '##s']",4,0.29,548.22,1.0
affends,N,7,"['a', '##ff', '##end', '##s']",3,0.43,697.44,0.75
afflane,N,7,"['a', '##ff', '##l', '##an', '##e']",4,0.29,614.0,0.89
afflarts,N,8,"['a', '##ff', '##l', '##art', '##s']",4,0.38,618.05,1.0
affolds,N,7,"['a', '##ff', '##ol', '##d', '##s']",4,0.29,713.03,0.84
affope,N,6,"['a', '##ff', '##op', '##e']",3,0.33,564.15,1.0
afforts,N,7,"['a', '##ff', '##ort', '##s']",3,0.43,763.75,0.8
affranes,N,8,"['a', '##ff', '##ra', '##n', '##es']",4,0.38,616.7,0.97
affrins,N,7,"['a', '##ff', '##r', '##in', '##s']",4,0.29,652.88,1.0
affrows,N,7,"['a', '##ff', '##ro', '##w', '##s']",4,0.29,617.69,0.95
affug,N,5,"['a', '##ff', '##u', '##g']",3,0.2,537.75,1.0
affund,N,6,"['a', '##ff', '##un', '##d']",3,0.33,633.97,1.0
affurned,N,8,"['a', '##ff', '##ur', '##n', '##ed']",4,0.38,609.81,0.98
affuse,N,6,"['a', '##ff', '##us', '##e']",3,0.33,670.44,0.79
affuth,N,6,"['a', '##ff', '##ut', '##h']",3,0.33,555.85,1.0
afia,N,4,"['a', '##f', '##ia']",2,0.25,612.31,0.97
afoins,N,6,"['a', '##f', '##oin', '##s']",3,0.33,557.78,1.0
afoods,N,6,"['a', '##f', '##o', '##od', '##s']",4,0.17,585.03,1.0
afoys,N,5,"['a', '##f', '##oy', '##s']",3,0.2,547.24,0.98
afress,N,6,"['a', '##f', '##re', '##s', '##s']",4,0.17,582.28,1.0
afrome,N,6,"['a', '##f', '##ro', '##m', '##e']",4,0.17,592.1,1.0
afrons,N,6,"['a', '##f', '##ro', '##n', '##s']",4,0.17,691.6,0.9
afrorm,N,6,"['a', '##f', '##ro', '##r', '##m']",4,0.17,655.62,0.98
afstint,N,7,"['a', '##f', '##st', '##in', '##t']",4,0.29,532.1,1.0
aftus,N,5,"['a', '##f', '##t', '##us']",3,0.2,545.38,1.0
agbuct,N,6,"['ag', '##b', '##uc', '##t']",3,0.33,602.06,0.95
agelier,N,7,"['ag', '##el', '##ie', '##r']",3,0.43,736.78,1.0
agemess,N,7,"['ag', '##em', '##ess']",2,0.57,679.68,1.0
agfor,N,5,"['ag', '##f', '##or']",2,0.4,548.95,1.0
agfors,N,6,"['ag', '##f', '##ors']",2,0.5,539.55,1.0
aggect,N,6,"['ag', '##ge', '##ct']",2,0.5,596.92,1.0
aggess,N,6,"['ag', '##ge', '##s', '##s']",3,0.33,591.85,0.92
aggey,N,5,"['ag', '##ge', '##y']",2,0.4,626.95,1.0
aggeys,N,6,"['ag', '##ge', '##y', '##s']",3,0.33,551.78,1.0
aggraimed,N,9,"['ag', '##g', '##ra', '##ime', '##d']",4,0.44,658.58,1.0
aggraims,N,8,"['ag', '##g', '##ra', '##im', '##s']",4,0.38,643.46,1.0
aggrues,N,7,"['ag', '##g', '##ru', '##es']",3,0.43,679.75,0.95
aghect,N,6,"['ag', '##he', '##ct']",2,0.5,544.65,1.0
aghonced,N,8,"['ag', '##h', '##on', '##ce', '##d']",4,0.38,560.95,1.0
agift,N,5,"['ag', '##if', '##t']",2,0.4,652.38,0.97
agims,N,5,"['ag', '##im', '##s']",2,0.4,550.95,1.0
agincts,N,7,"['ag', '##in', '##ct', '##s']",3,0.43,595.9,1.0
agive,N,5,"['ag', '##ive']",1,0.6,644.72,1.0
agix,N,4,"['ag', '##i', '##x']",2,0.25,577.87,1.0
agler,N,5,"['ag', '##le', '##r']",2,0.4,639.49,0.97
agok,N,4,"['ag', '##ok']",1,0.5,573.68,0.97
agope,N,5,"['ag', '##op', '##e']",2,0.4,599.38,0.98
agright,N,7,"['ag', '##r', '##ight']",2,0.57,693.71,1.0
agshess,N,7,"['ag', '##s', '##he', '##s', '##s']",4,0.29,600.73,1.0
agstess,N,7,"['ag', '##st', '##ess']",2,0.57,587.44,0.98
agtrain,N,7,"['ag', '##t', '##ra', '##in']",3,0.43,625.95,1.0
agtrained,N,9,"['ag', '##t', '##ra', '##ine', '##d']",4,0.44,650.52,1.0
agur,N,4,"['ag', '##ur']",1,0.5,618.79,0.85
ahoits,N,6,"['a', '##h', '##o', '##it', '##s']",4,0.17,565.43,1.0
ahokes,N,6,"['a', '##h', '##ok', '##es']",3,0.33,611.37,1.0
ahor,N,4,"['a', '##h', '##or']",2,0.25,606.63,0.95
ahord,N,5,"['a', '##h', '##ord']",2,0.4,611.81,0.98
ahords,N,6,"['a', '##h', '##ord', '##s']",3,0.33,612.18,0.95
ahries,N,6,"['a', '##h', '##r', '##ies']",3,0.33,555.47,1.0
ahun,N,4,"['a', '##h', '##un']",2,0.25,585.02,1.0
aice,N,4,"['a', '##ice']",1,0.5,611.17,1.0
aices,N,5,"['a', '##ice', '##s']",2,0.4,599.32,1.0
aicipes,N,7,"['a', '##ic', '##ip', '##es']",3,0.43,566.43,0.97
aier,N,4,"['a', '##ie', '##r']",2,0.25,563.76,1.0
aight,N,5,"['a', '##ight']",1,0.6,728.25,0.95
aights,N,6,"['a', '##ight', '##s']",2,0.5,694.39,0.92
ailpay,N,6,"['a', '##il', '##p', '##ay']",3,0.33,612.08,1.0
ailpays,N,7,"['a', '##il', '##p', '##ays']",3,0.43,682.45,1.0
ainfogue,N,8,"['a', '##in', '##f', '##og', '##ue']",4,0.38,602.15,1.0
ainlibes,N,8,"['a', '##in', '##l', '##ib', '##es']",4,0.38,568.58,1.0
ains,N,4,"['a', '##in', '##s']",2,0.25,637.21,0.95
aints,N,5,"['a', '##in', '##t', '##s']",3,0.2,655.97,0.92
aipse,N,5,"['a', '##ip', '##se']",2,0.4,559.0,0.95
aipsed,N,6,"['a', '##ip', '##se', '##d']",3,0.33,597.47,1.0
airclaps,N,8,"['a', '##ir', '##c', '##l', '##ap', '##s']",5,0.25,679.23,0.9
airclime,N,8,"['a', '##ir', '##c', '##l', '##ime']",4,0.38,638.74,1.0
airclimes,N,9,"['a', '##ir', '##c', '##l', '##ime', '##s']",5,0.33,656.49,0.97
airclip,N,7,"['a', '##ir', '##c', '##l', '##ip']",4,0.29,784.29,0.66
aircul,N,6,"['a', '##ir', '##c', '##ul']",3,0.33,662.92,1.0
airdess,N,7,"['a', '##ir', '##d', '##ess']",3,0.43,707.68,0.95
airdraw,N,7,"['a', '##ir', '##d', '##ra', '##w']",4,0.29,703.65,0.8
airdraws,N,8,"['a', '##ir', '##d', '##ra', '##w', '##s']",5,0.25,751.83,0.79
airflails,N,9,"['a', '##ir', '##f', '##l', '##ail', '##s']",5,0.33,713.84,1.0
airflift,N,8,"['a', '##ir', '##f', '##l', '##if', '##t']",5,0.25,937.0,0.45
airgroin,N,8,"['a', '##ir', '##g', '##ro', '##in']",4,0.38,659.52,1.0
airguild,N,8,"['a', '##ir', '##g', '##u', '##ild']",4,0.38,767.89,0.95
airguilds,N,9,"['a', '##ir', '##g', '##u', '##ild', '##s']",5,0.33,763.82,0.92
airn,N,4,"['a', '##ir', '##n']",2,0.25,619.61,1.0
airnos,N,6,"['a', '##ir', '##n', '##os']",3,0.33,612.5,1.0
airplop,N,7,"['a', '##ir', '##p', '##l', '##op']",4,0.29,708.31,0.92
airshall,N,8,"['a', '##ir', '##s', '##h', '##all']",4,0.38,670.08,0.95
airsouth,N,8,"['a', '##ir', '##so', '##ut', '##h']",4,0.38,660.35,0.98
airstares,N,9,"['a', '##ir', '##st', '##are', '##s']",4,0.44,713.22,0.95
airstash,N,8,"['a', '##ir', '##st', '##as', '##h']",4,0.38,757.75,0.97
airstay,N,7,"['a', '##ir', '##st', '##ay']",3,0.43,848.55,0.82
airstrums,N,9,"['a', '##ir', '##st', '##ru', '##m', '##s']",5,0.33,747.12,0.88
aistnale,N,8,"['a', '##ist', '##n', '##al', '##e']",4,0.38,578.13,1.0
aists,N,5,"['a', '##ist', '##s']",2,0.4,575.38,1.0
aiths,N,5,"['a', '##ith', '##s']",2,0.4,538.42,1.0
aits,N,4,"['a', '##it', '##s']",2,0.25,564.78,0.97
aive,N,4,"['a', '##ive']",1,0.5,607.36,0.99
aives,N,5,"['a', '##ive', '##s']",2,0.4,579.05,0.97
aize,N,4,"['a', '##iz', '##e']",2,0.25,588.67,1.0
ajeqous,N,7,"['a', '##j', '##e', '##q', '##ous']",4,0.29,623.05,1.0
ajoin,N,5,"['a', '##j', '##oin']",2,0.4,751.89,0.48
akcul,N,5,"['a', '##k', '##c', '##ul']",3,0.2,535.18,0.98
akde,N,4,"['a', '##k', '##d', '##e']",3,0.0,536.4,1.0
akes,N,4,"['a', '##k', '##es']",2,0.25,599.85,1.0
akhs,N,4,"['a', '##k', '##h', '##s']",3,0.0,571.72,0.98
akrade,N,6,"['a', '##k', '##ra', '##d', '##e']",4,0.17,620.92,1.0
alade,N,5,"['al', '##ade']",1,0.6,621.54,0.98
alamp,N,5,"['al', '##am', '##p']",2,0.4,595.78,1.0
alap,N,4,"['al', '##ap']",1,0.5,638.0,0.92
alaves,N,6,"['al', '##av', '##es']",2,0.5,570.77,0.98
alawn,N,5,"['al', '##a', '##w', '##n']",3,0.2,629.32,1.0
albole,N,6,"['al', '##b', '##ol', '##e']",3,0.33,588.13,1.0
albolls,N,7,"['al', '##b', '##oll', '##s']",3,0.43,539.05,0.98
albust,N,6,"['al', '##b', '##ust']",2,0.5,637.22,1.0
alcas,N,5,"['al', '##c', '##as']",2,0.4,591.81,1.0
alcimin,N,7,"['al', '##c', '##im', '##in']",3,0.43,624.42,1.0
alcirans,N,8,"['al', '##c', '##ir', '##ans']",3,0.5,591.08,1.0
aldims,N,6,"['al', '##d', '##im', '##s']",3,0.33,610.92,1.0
alesray,N,7,"['al', '##es', '##ra', '##y']",3,0.43,669.79,1.0
alfives,N,7,"['al', '##f', '##ive', '##s']",3,0.43,597.56,1.0
alfpard,N,7,"['al', '##f', '##p', '##ard']",3,0.43,579.25,1.0
aliels,N,6,"['al', '##ie', '##l', '##s']",3,0.33,633.25,0.97
alked,N,5,"['al', '##k', '##ed']",2,0.4,562.19,0.97
alkoe,N,5,"['al', '##k', '##o', '##e']",3,0.2,548.03,1.0
alks,N,4,"['al', '##ks']",1,0.5,543.77,0.97
allaced,N,7,"['all', '##ace', '##d']",2,0.57,691.08,0.95
allahed,N,7,"['all', '##a', '##he', '##d']",3,0.43,558.6,1.0
allald,N,6,"['all', '##al', '##d']",2,0.5,534.65,1.0
allaled,N,7,"['all', '##al', '##ed']",2,0.57,632.11,0.97
allape,N,6,"['all', '##ap', '##e']",2,0.5,619.61,1.0
allaps,N,6,"['all', '##ap', '##s']",2,0.5,565.08,0.95
allar,N,5,"['all', '##ar']",1,0.6,681.68,0.92
alldess,N,7,"['all', '##d', '##ess']",2,0.57,595.15,1.0
alldets,N,7,"['all', '##d', '##et', '##s']",3,0.43,593.58,1.0
allim,N,5,"['all', '##im']",1,0.6,611.68,0.97
allint,N,6,"['all', '##in', '##t']",2,0.5,597.11,1.0
allired,N,7,"['all', '##ire', '##d']",2,0.57,610.13,1.0
allob,N,5,"['all', '##ob']",1,0.6,548.62,1.0
allops,N,6,"['all', '##op', '##s']",2,0.5,605.55,0.98
allou,N,5,"['all', '##ou']",1,0.6,575.22,1.0
allound,N,7,"['all', '##ou', '##nd']",2,0.57,736.34,0.98
allsit,N,6,"['all', '##s', '##it']",2,0.5,610.6,0.92
allye,N,5,"['all', '##y', '##e']",2,0.4,548.11,1.0
almed,N,5,"['al', '##m', '##ed']",2,0.4,629.41,0.92
almstreck,N,9,"['al', '##m', '##st', '##re', '##c', '##k']",5,0.33,588.5,1.0
aloid,N,5,"['al', '##o', '##id']",2,0.4,598.19,0.97
aloiled,N,7,"['al', '##o', '##ile', '##d']",3,0.43,665.46,1.0
alolds,N,6,"['al', '##ol', '##d', '##s']",3,0.33,575.63,1.0
alord,N,5,"['al', '##ord']",1,0.6,688.0,0.88
aloss,N,5,"['al', '##oss']",1,0.6,713.58,0.92
alped,N,5,"['al', '##p', '##ed']",2,0.4,659.52,0.78
alpen,N,5,"['al', '##p', '##en']",2,0.4,685.0,0.28
alping,N,6,"['al', '##p', '##ing']",2,0.5,738.93,0.8
alsehorts,N,9,"['al', '##se', '##h', '##ort', '##s']",4,0.44,659.28,1.0
alspouch,N,8,"['al', '##s', '##p', '##ou', '##ch']",4,0.38,632.0,1.0
alsund,N,6,"['al', '##s', '##un', '##d']",3,0.33,571.95,1.0
alsunds,N,7,"['al', '##s', '##un', '##d', '##s']",4,0.29,583.06,1.0
althos,N,6,"['al', '##th', '##os']",2,0.5,598.7,0.95
altzed,N,6,"['al', '##t', '##z', '##ed']",3,0.33,601.24,0.99
alvim,N,5,"['al', '##v', '##im']",2,0.4,556.29,1.0
alylls,N,6,"['al', '##y', '##l', '##l', '##s']",4,0.17,597.11,1.0
amape,N,5,"['a', '##m', '##ap', '##e']",3,0.2,645.57,1.0
amately,N,7,"['a', '##m', '##ate', '##ly']",3,0.43,711.4,1.0
amaus,N,5,"['a', '##m', '##aus']",2,0.4,555.63,0.98
ambent,N,6,"['a', '##m', '##b', '##ent']",3,0.33,731.06,0.88
ambents,N,7,"['a', '##m', '##b', '##ents']",3,0.43,686.19,0.84
ambert,N,6,"['a', '##m', '##ber', '##t']",3,0.33,646.46,1.0
amberts,N,7,"['a', '##m', '##ber', '##t', '##s']",4,0.29,626.84,0.98
ambess,N,6,"['a', '##m', '##b', '##ess']",3,0.33,633.65,1.0
ambessed,N,8,"['a', '##m', '##b', '##ess', '##ed']",4,0.38,750.31,0.95
ambets,N,6,"['a', '##m', '##b', '##et', '##s']",4,0.17,640.11,0.92
ambic,N,5,"['a', '##m', '##b', '##ic']",3,0.2,645.06,0.9
ambind,N,6,"['a', '##m', '##b', '##ind']",3,0.33,637.85,1.0
ambs,N,4,"['a', '##m', '##b', '##s']",3,0.0,623.95,1.0
amcars,N,6,"['a', '##m', '##c', '##ar', '##s']",4,0.17,565.51,0.98
amed,N,4,"['a', '##m', '##ed']",2,0.25,662.93,0.91
ameg,N,4,"['a', '##m', '##e', '##g']",3,0.0,559.24,0.98
ameshed,N,7,"['a', '##m', '##es', '##he', '##d']",4,0.29,650.8,0.87
amett,N,5,"['a', '##m', '##et', '##t']",3,0.2,593.37,1.0
amhance,N,7,"['a', '##m', '##h', '##ance']",3,0.43,718.68,1.0
amho,N,4,"['a', '##m', '##h', '##o']",3,0.0,561.76,0.97
amiance,N,7,"['a', '##m', '##ian', '##ce']",3,0.43,728.35,0.85
amias,N,5,"['a', '##m', '##ia', '##s']",3,0.2,635.23,0.98
amibed,N,6,"['a', '##m', '##ib', '##ed']",3,0.33,596.31,0.98
amion,N,5,"['a', '##m', '##ion']",2,0.4,608.54,0.98
amiques,N,7,"['a', '##m', '##i', '##qu', '##es']",4,0.29,653.16,0.92
amise,N,5,"['a', '##m', '##is', '##e']",3,0.2,671.32,0.84
amives,N,6,"['a', '##m', '##ive', '##s']",3,0.33,573.39,1.0
amler,N,5,"['a', '##m', '##le', '##r']",3,0.2,624.66,1.0
amlers,N,6,"['a', '##m', '##le', '##r', '##s']",4,0.17,625.78,1.0
amlo,N,4,"['a', '##m', '##l', '##o']",3,0.0,535.15,1.0
amlos,N,5,"['a', '##m', '##l', '##os']",3,0.2,547.74,1.0
ammedes,N,7,"['a', '##m', '##m', '##ed', '##es']",4,0.29,639.64,0.98
ammet,N,5,"['a', '##m', '##m', '##et']",3,0.2,603.97,1.0
ammete,N,6,"['a', '##m', '##m', '##et', '##e']",4,0.17,643.55,0.98
ammict,N,6,"['a', '##m', '##m', '##ict']",3,0.33,557.13,1.0
amna,N,4,"['a', '##m', '##n', '##a']",3,0.0,559.76,0.98
amning,N,6,"['a', '##m', '##ning']",2,0.5,618.1,1.0
amns,N,4,"['a', '##m', '##n', '##s']",3,0.0,604.54,1.0
